key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes
Lortie20067,Re-analysis of meta-analysis: Support for the stress-gradient hypothesis,2006,1,1,Journal of Ecology,,94,,Jul-16,"Lortie, C.J. and Callaway, R.M.",10.1111/j.1365-2745.2005.01066.x,,,,"1 Using meta-analysis, b1Maestre et al. (2005, Journal of Ecology, 93, 748-757) recently rejected the predictions of the stress-gradient hypothesis for arid and semi-arid environments in entirety. It was concluded that neither positive nor negative effects of neighbours increased with abiotic stress and that different theoretical models are now needed. 2 In light of this sweeping conclusion, we re-examined the analytical approach and explored the general synthetic power of meta-analysis. 3 Detailed statistical re-analyses demonstrated that some of the meta-analyses of Maestre et al. were robust. However, more rigorous data selection criteria, changing gradient lengths between studies and covariance in response effects did not support their original conclusions. Additionally, application of more rigorous data selection criteria did allow us to detect a significant and consistent positive effect of neighbours, which suggests that facilitation is important at many points along stress gradients. 4 Careful evaluation of the studies used by Maestre et al. also revealed serious limitations. Many studies included in the meta-analyses were not conducted along stress gradients, did not identify a stress gradient within the study, focused on invasive species or were not peer reviewed. Most importantly, however, gradient lengths were not quantified and appeared to differ dramatically among studies. This crucial source of variation was not accounted for statistically nor in the interpretations. 5 Meta-analyses are useful tools for synthesis and description but are inherently limited by the appropriateness of the data selected. Unfortunately, in this particular instance, the data available to and selected by Maestre et al. did not adequately test the stress-gradient hypothesis and cannot thus reject its value for understanding the organization of plant communities in arid systems. 6 The ecological implication of our synthesis is that meta-analytical summary statistics may not always tell the whole story. Alternative interpretations of differences in effect sizes (or lack thereof) are possible because studies will vary in their ability to test specific predictions of a hypothesis, and furthermore, a certain level of judgement is required to infer the relative importance of certain ideas to synthetic progress within a discipline.  2005 British Ecological Society."," RAYYAN-INCLUSION: {""Alfredo""=>true}"
Lrling20017,Grazing-associated infochemicals induce colony formation in the green Alga Scenedesmus,2001,1,1,Protist,1618-0941,152,,Jul-16,"Lrling, M.",10.1078/1434-4610-00038,,,,NA," RAYYAN-INCLUSION: {""Alfredo""=>false} | RAYYAN-EXCLUSION-REASONS: not meta-analysis"
Lrling200385,Phenotypic plasticity in the green algae Desmodesmus and Scenedesmus with special reference to the induction of defensive morphology,2003,1,1,Annales de Limnologie,,39,,85-101,"Lrling, M.",10.1051/limn/2003014,,,,"Organisms belonging to the green algal genera Desmodesmus and Scenedesmus are characterized by a high degree of flexibility allowing them to be tree cosmopolitans and to withstand harsh conditions. The environmental conditions determine which phenotypes are being produced and one of the most dangerous situations for the algae is when the organisms are confronted with strong grazing pressure from numerous zooplankton organisms. An overview is given of several aspect of an induced defense in many non-spiny Scenedesmus and some spiny Desmodesmus that may form typical protective eight-celled colonies to avoid mortality from numerous grazers. The morphological response does seem to be linked with a herbivorous zooplankton chemical cue, rather than to a more general animal excretory product. The grazing activity of small sized grazers is reduced, but not of large Daphnia. However, arguments are given why grazing protection of colonial Scenedesmus is probably more efficient under natural than under carbon/light limited laboratory conditions. Finally, a life-history cycle of Desmodesmus and Scenedesmus is presented in which biological aspects such as the anti-grazer response and sexual reproduction are being included."," RAYYAN-INCLUSION: {""Alfredo""=>false} | RAYYAN-LABELS: review | RAYYAN-EXCLUSION-REASONS: not meta-analysis"
Maes200689,Editorial,2006,1,1,Journal of Insect Conservation,1366-638X,10,,89-93,"Maes, D. and Shreeve, T.G. and Dennis, R.L.H.",10.1007/s10841-006-6285-4,,,,NA," RAYYAN-INCLUSION: {""Alfredo""=>false} | RAYYAN-EXCLUSION-REASONS: not meta-analysis"
Maestre2005748,Is the change of plant-plant interactions with abiotic stress predictable? A meta-analysis of field results in arid environments,2005,1,1,Journal of Ecology,,93,,748-757,"Maestre, F.T. and Valladares, F. and Reynolds, J.F.",10.1111/j.1365-2745.2005.01017.x,,,,"1 Theoretical models have predicted that the relative importance of facilitation and competition will vary inversely across gradients of abiotic stress, with facilitation being the dominant interaction under high abiotic stress conditions. A critical reappraisal of current theoretical models is needed because experimental studies both support and refute their predictions. 2 A quantitative meta-analysis of field and common garden studies evaluating the effect of abiotic stress (low vs. high) on the net outcome of plant-plant interactions in arid and semi-arid environments was performed to evaluate the degree of empirical support for these models. We created four separate data sets corresponding to the categories of response variables commonly used to measure plant performance (survival, density, growth and fecundity). 3 The analyses showed that both the selection of the estimator of plant performance and the experimental approach followed have a strong influence on both the net outcome of plant-plant interactions and the effect of abiotic stress on such outcome. The effect of neighbours on the survival and growth of target plants was not significant at either stress level, but that on the density and fecundity of target plants was positive (facilitation) and negative (competition) at the low and high abiotic stress level, respectively. Density data showed that the net effect of neighbours was positive and negative at low and high abiotic stress levels, respectively, whereas other estimators suggested that the net effect of neighbours did not differ with stress level. None of our meta-analyses indicated that the magnitude of the net effect provided by neighbours, whether positive or negative, was higher under high abiotic stress conditions, and facilitation does not therefore appear to increase in importance with abiotic stress. 4 As the predictions of current theoretical models regarding the relationship between the net outcome of a plant-plant interaction and abiotic stress do not hold in arid and semi-arid environments, different models are needed. These should consider different sources of abiotic stress separately, and should be valid for performance measurements, such as survival, that integrate plant responses over time. The incorporation of these features into theoretical models will undoubtedly improve their predictive capabilities.  2005 British Ecological Society."," RAYYAN-INCLUSION: {""Alfredo""=>true}"
Majdi20151930,Small stonefly predators affect microbenthic and meiobenthic communities in stream leaf packs,2015,1,1,Freshwater Biology,0046-5070,60,,1930-1943,"Majdi, N. and Traunspurger, W. and Richardson, J.S. and Lecerf, A.",10.1111/fwb.12622,,,,"Predators affect benthic communities and ecological processes through consuming and scaring prey as well as through engineering effects on the habitat. Experimental evidence of top-down predatory effects in leaf packs comes from studies assessing how large predators affect shredders and therefore the litter decomposition rate. In this study, we investigated the effects of smaller invertebrate predators on micro- and meiobenthic communities. In outdoor, flow-through stream channels, we created a gradient in the density of predacious Chloroperlidae stonefly larvae in enclosures containing alder leaf litter and exposed to natural colonisation by invertebrates and decomposers. We expected that: (i) predators would reduce the biomass and density of invertebrate colonisers, (ii) the strength of predator effects on invertebrates would vary with prey body size; and (iii) increasing predator numbers in enclosures would diminish the per capita strength of predator-prey interactions due to intraguild interference. We also anticipated that litter decomposition would be slower in the presence of predators providing that microbial decomposers did not compensate for the reduction in shredders by an increase in their biomass. Chloroperlidae had negative effects on the biomass of most major invertebrate taxa, including rotifers, nematodes and larvae of the Chironomidae Corynoneura and Brillia (the dominant shredder in leaf packs). The predatory effect on nematode biomass was strongest for dominant small-bodied species. Fungal biomass in leaf litter was reduced in the presence of predators, whereas bacterial biomass was not affected. In addition to feasible direct predation on Chironomidae, Chloroperlidae apparently inhibited meiofauna colonisation of leaf litter, probably through the bioturbation of fine sediment trapped on leaf surfaces. At the end of the experiment, the mortality of Chloroperlidae in enclosures was considerable at the highest predator density treatment. This observation, along with evidence of the reduced per capita strength of predator-prey interactions with increasing predator density, suggested that intraguild interference moderates the effect of predators in leaf packs. Our findings are consistent with a key role of small predators in determining the abundance of invertebrates and microbial decomposers in leaf packs. However, in our study, there was no cascade down to the standing stock of leaf litter.  2015 John Wiley & Sons Ltd."," RAYYAN-INCLUSION: {""Alfredo""=>false} | RAYYAN-EXCLUSION-REASONS: not meta-analysis"
Marino2018455,Geographical and experimental contexts modulate the effect of warming on top-down control: a meta-analysis,2018,1,1,Ecology Letters,"1461-023X, 1461-023X",21,,455-466,"Marino, N.A.C. and Romero, G.Q. and Farjalla, V.F.",10.1111/ele.12913,,,,"Ecologists have extensively investigated the effect of warming on consumerresource interactions, with experiments revealing that warming can strengthen, weaken or have no net effect on top-down control of resources. These experiments have inspired a body of theoretical work to explain the variation in the effect of warming on top-down control. However, there has been no quantitative attempt to reconcile theory with outcomes from empirical studies. To address the gap between theory and experiment, we performed a meta-analysis to examine the combined effect of experimental warming and top-down control on resource biomass and determined potential sources of variation across experiments. We show that differences in experimental outcomes are related to systematic variation in the geographical distribution of studies. Specifically, warming strengthened top-down control when experiments were conducted in colder regions, but had the opposite effect in warmer regions. Furthermore, we found that differences in the thermoregulation strategy of the consumer and openness of experimental arenas to dispersal can contribute to some deviation from the overall geographical pattern. These results reconcile empirical findings and support the expectation of geographical variation in the response of consumerresource interactions to warming.  2018 John Wiley & Sons Ltd/CNRS"," RAYYAN-INCLUSION: {""Alfredo""=>true}"
Matassa20182241,Cascading effects of a top predator on intraspecific competition at intermediate and basal trophic levels,2018,1,1,Functional Ecology,0269-8463,32,,2241-2252,"Matassa, C.M. and Ewanchuk, P.J. and Trussell, G.C.",10.1111/1365-2435.13131,,,,"Predators can impact competition among prey by altering prey density via consumption or by causing prey to modify their traits or foraging behavior. Yet, differences between these two mechanisms may lead to different cascading impacts on lower trophic levels. Using a crab-snail-barnacle rocky intertidal food chain, we tested the effects of predation risk from crabs (top predators) on intraspecific competition among snails (intermediate consumers) and emergent indirect effects on the density of and competition among barnacles (basal resources). The per capita foraging and growth rates of snails declined with high conspecific density. Predation risk from crabs, which caused even larger reductions in snail foraging and growth, weakened competition among snails, whereas a 45% increase in barnacle density had no detectable effect on snail competition. Intraspecific competition between barnacles, however, depended on the interactive effects of barnacle density, snail density, and crab predation risk. Barnacles developed hummocking morphologies as they grew and competed for space. Hummock formation (a proxy for competition) increased as a result of either greater initial barnacle density or reduced snail foraging pressure, but these effects depended on predation risk. The effects of crab predation risk on snail foraging behavior weakened an otherwise strong relationship between barnacle density and hummock development: hummocking increased with barnacle density in the absence of crabs but remained relatively high when crabs were present. In communities with similar final barnacle densities, hummocking was more common in those with crabs than those without crabs. The extent to which predators can drive trophic cascades by suppressing the foraging rates of their prey is highly context-dependent: the positive trait-mediated indirect effect of predators on basal resource abundance is stronger when many prey respond simultaneously to the threat of predation. However, our results demonstrate that top predators can also enhance competition among basal resources even when their indirect effect on resource abundance is relatively weak. Hence, the cascading effects of predators on competition within lower trophic levels may play an important but under-appreciated role in the dynamics of basal resource populations and the communities they support. A plain language summary is available for this article.  2018 The Authors. Functional Ecology  2018 British Ecological Society"," RAYYAN-INCLUSION: {""Alfredo""=>false} | RAYYAN-EXCLUSION-REASONS: not meta-analysis"
Matthews20171,Stream fish community dynamics: A critical synthesis,2017,1,1,Stream Fish Community Dynamics: A Critical Synthesis,NA,,,1-330,"Matthews, W.J. and Marsh-Matthews, E.",NA,,,,"Ecologists have long struggled to understand community dynamics. In this groundbreaking book, leading fish ecologists William Matthews and Edie Marsh-Matthews apply long-term studies of stream fish communities to several long-standing questions. This critical synthesis reaches to the heart of ecological theory, testing concepts against the four decades of data the authors have collected from numerous warm-water stream fish communities in the central and eastern United States. Stream Fish Community Dynamics draws together the work of a single research team to provide fresh analyses of the short- and long-term dynamics of numerous streams, each with multiple sampling sites. Conducting repeated surveys of fish communities at temporal scales from months to decades, the authors' research findings will fascinate anyone searching for a deeper understanding of community ecology. The study sites covered by this book range from small, highly variable headwater creeks to large prairie rivers in Oklahoma and from Ozark and Ouachita mountain streams in Arkansas to the upland Roanoke River in Virginia. Its geographically widespread datasets span the midwestern and southwestern United States. The book includes  A comparison of all global and local communities with respect to community composition at the species and family level, emergent community properties, and the relationship between those emergent properties and the environments of the study sites  Analyses of traits of individual species that are important to their distribution or success in harsh environments  A review of evidence for the importance of interactions-including competition and predation-in community dynamics of stream fishes  An assessment of disturbance effects in fish community dynamics  New analysis of the short- and long-term dynamics of variation in stream fish communities, illustrating the applicability and importance of the ""loose equilibrium concept"" New analyses and comparisons of spatiotemporal variation in community dynamics and beta diversity partitioning  An overview of the effects of fish in ecosystems in the central United States. The book ends with a summary chapter that places these disparate findings in broader contexts and describes how the ""loose equilibrium concept""-which may be the most appropriate default assumption for dynamics of stream fishes in the changing climate of the future-applies to many kinds of stream fish communities.  2017 Johns Hopkins University Press. All rights reserved."," RAYYAN-INCLUSION: {""Alfredo""=>false} | RAYYAN-LABELS: book | RAYYAN-EXCLUSION-REASONS: not meta-analysis"
Mcelroy20153971,Size-balanced community reorganization in response to nutrients and warming,2015,1,1,Global Change Biology,1354-1013,21,,3971-3981,"Mcelroy, D.J. and O'Gorman, E.J. and Schneider, F.D. and Hetjens, H. and Le Merrer, P. and Coleman, R.A. and Emmerson, M.",10.1111/gcb.13019,,,,"It is widely accepted that global warming will adversely affect ecological communities. As ecosystems are simultaneously exposed to other anthropogenic influences, it is important to address the effects of climate change in the context of many stressors. Nutrient enrichment might offset some of the energy demands that warming can exert on organisms by stimulating growth at the base of the food web. It is important to know whether indirect effects of warming will be as ecologically significant as direct physiological effects. Declining body size is increasingly viewed as a universal response to warming, with the potential to alter trophic interactions. To address these issues, we used an outdoor array of marine mesocosms to examine the impacts of warming, nutrient enrichment and altered top-predator body size on a community comprised of the predator (shore crab Carcinus maenas), various grazing detritivores (amphipods) and algal resources. Warming increased mortality rates of crabs, but had no effect on their moulting rates. Nutrient enrichment and warming had near diametrically opposed effects on the assemblage, confirming that the ecological effects of these two stressors can cancel each other out. This suggests that nutrient-enriched systems might act as an energy refuge to populations of species under metabolic constraints due to warming. While there was a strong difference in assemblages between mesocosms containing crabs compared to mesocosms without crabs, decreasing crab size had no detectable effect on the amphipod or algal assemblages. This suggests that in allometrically balanced communities, the expected long-term effect of warming (declining body size) is not of similar ecological consequence to the direct physiological effects of warming, at least not over the six week duration of the experiment described here. More research is needed to determine the long-term effects of declining body size on the bioenergetic balance of natural communities.  2015 John Wiley & Sons Ltd."," RAYYAN-INCLUSION: {""Alfredo""=>false} | RAYYAN-EXCLUSION-REASONS: not meta-analysis"
McGuire20051025,Trade-offs between the shade-avoidance response and plant resistance to herbivores? Tests with mutant Cucumis sativus,2005,1,1,Functional Ecology,0269-8463,19,,1025-1031,"McGuire, R. and Agrawal, A.A.",10.1111/j.1365-2435.2005.01047.x,,,,"1. Plants exhibit adaptations to many stresses, including light competition and herbivory. The expression of these traits may interact negatively, potentially instigating a trade-off. 2. We employed a combination of genetically altered Cucumis sativus varieties and phenotypic manipulations to test for trade-offs in field experiments. The different genetic lines of C. sativus were altered in their phytochrome-mediated shade responses and the production of terpenoid defence compounds. 3. Cucumber plants constitutively expressing the shade-avoidance response had 93% more herbivory by specialist beetles compared with wild types. The long-hypocotyl mutants also produced leaves with fewer trichomes, greater toughness and a higher carbon to nitrogen ratio (C : N) than wild types. Plants lacking defensive cucurbitacins had 23% longer internodes than the cucurbitacin-producing line. 4. We then manipulated the plant phenotype by artificially imposing neighbours' shade on plants with and without cucurbitacins. As expected, plants responded to shade by growing longer hypocotyls and first internodes, but few trade-offs were found between plant line and shade treatment and, although herbivory levels were very low, there was a trend towards reduced damage on shaded plants. 5. The use of genetically altered plant lines provided strong evidence for the trade-off hypothesis, while phenotypic manipulations did not support the hypothesis.  2005 British Ecological Society, Functional Ecology."," RAYYAN-INCLUSION: {""Alfredo""=>false} | RAYYAN-EXCLUSION-REASONS: not meta-analysis"
Midoko.Iponga2005685,Competition and herbivory influence growth and survival of shrubs on old fields: Implications for restoration of renosterveld shrubland,2005,1,1,Journal of Vegetation Science,,16,,685-692,"Midoko-Iponga, D. and Krug, C.B. and Milton, S.J.",10.1658/1100-9233(2005)016[0685:CAHIGA]2.0.CO;2,,,,"Question: How does competition by grasses, grazing by indigenous large herbivores, and their interaction affect the establishment, growth and survival of transplanted native woody and herbaceous seedlings on an abandoned agricultural field? Location: West Coast Renosterveld, Cape Floral Region, South Africa. Methods: Indigenous shrub seedlings were planted in different treatments, where either grass competition or herbivory or both were manipulated. Survival, growth and canopy cover of the seedlings were measured on a monthly basis over 14 months, and compared between treatments. Results: Experimental transplanting of indigenous shrubs into an old field showed that most of the plants investigated competed for resources with grasses on the field, and competition negatively affected the seedlings throughout the experiment. Mortality was higher, and growth was reduced for seedlings exposed to grass competition. Herbivory alone had no significant impact on the target species with the exception of Olea europaea ssp. africana. There was no significant interaction between competition and herbivory. Conclusion: Reduction of herbaceous competition significantly accelerates shrubland recovery on abandoned agricultural fields in renosterveld.  IAVS; Opulus Press."," RAYYAN-INCLUSION: {""Alfredo""=>false} | RAYYAN-EXCLUSION-REASONS: not meta-analysis"
Mills2004713,Complex interactions between native and invasive fish: The simultaneous effects of multiple negative interactions,2004,1,1,Oecologia,0029-8549,141,,713-721,"Mills, M.D. and Rader, R.B. and Belk, M.C.",10.1007/s00442-004-1695-z,,,,"We suggest that the ultimate outcome of interactions between native species and invasive species (extinction or coexistence) depends on the number of simultaneous negative interactions (competition and predation), which depends on relative body sizes of the species. Multiple simultaneous interactions may constrain the ability of native species to trade fitness components (i.e., reduced growth for reduced risk of predation) causing a spiral to extinction. We found evidence for five types of interactions between the adults and juveniles of introduced western mosquitofish (Gambusia affinis) and the juveniles of native least chub (Iotichthys phlegethontis). We added ten large (23-28 mm) and seven small (9-13 mm) young-of-the-year (YOY) least chub to replicate enclosures with zero, low, and high densities of mosquitofish in a desert spring ecosystem. Treatments with mosquitofish reduced the average survival of least chub by one-third. No small YOY least chub survived in enclosures with high mosquitofish densities. We also performed two laboratory experiments to determine mortality to predation, aggressiveness, and habitat selection of least chub in the presence of mosquitofish. Mean mortality of least chub due to predation by large mosquitofish was 69.7% over a 3-h trial. Least chub were less aggressive, selected protected habitats (Potamogeton spp.), and were more stationary in the presence of mosquitofish where the dominance hierarchy was large mosquitofishlarge least chubsmall mosquitofishsmall least chub. Least chub juveniles appear to be figuratively caught in a vice. Rapid growth to a size refuge could reduce the risk of predation, but the simultaneous effects of competition decreased least chub growth and prolonged the period when juveniles were vulnerable to mosquitofish predation.  Springer-Verlag 2004."," RAYYAN-INCLUSION: {""Alfredo""=>false} | RAYYAN-EXCLUSION-REASONS: not meta-analysis"
Minte.Vera2005925,Practical application of meta-analysis results: Avoiding the double use of data,2005,1,1,Canadian Journal of Fisheries and Aquatic Sciences,0706-652X,62,,925-929,"Minte-Vera, C.V. and Branch, T.A. and Stewart, I.J. and Dorn, M.W.",10.1139/f04-245,,,,"Meta-analysis is an important new tool for synthesizing scientific knowledge from many previous studies. In fisheries, meta-analyses can be used to obtain prior distributions or penalty functions for parameters used in stock assessment models. Two types of results are generally published in a meta-analysis: Type A, the updated results for each stock used in the meta-analysis, and Type B, the results that would best describe a new stock. Including these results in assessments for the individual stocks would result in double use of the data if the assessments include the input data used in the meta-analyses, which they typically would. To solve this problem, we recommend that an additional form of results should be reported in meta-analyses: Type C, the results for a new stock obtained by sequentially excluding each stock's data set and repeating the meta-analysis. Type C results should be used whenever the assessment input data overlap with the meta-analysis input data, avoiding the double use of data. We illustrate the impact of this reporting change on the results of a recent meta-analysis.  2005 NRC."," RAYYAN-INCLUSION: {""Alfredo""=>true}"
Mittelbach2004415,The impact of density-independent mortality on species coexistence: An experimental test with zooplankton,2004,1,1,Oikos,0030-1299,107,,415-421,"Mittelbach, G.G. and Darcy-Hall, T.L. and Dorn, N.J. and Garcia, E.A. and Steiner, C.F. and Wojdak, J.M.",10.1111/j.0030-1299.2004.13182.x,,,,"Mortality (e.g. predation, disturbance) is often thought to lower the intensity of interspecific competition and thereby promote the coexistence of competing species. However, surprisingly few tests of this idea exist, especially for metazoans feeding on a self-renewing resource. Here we examined the effect of density-independent mortality on the coexistence of four species of pond zooplankton (microcrustacean grazers) in a series of laboratory microcosms. Across the experimental mortality gradient, consumer biomass decreased and resource abundance increased with an increase in mortality. Thus, the treatments resulted in an increase in resource availability per consumer (one measure of reduced competitive intensity). There was no significant effect of mortality treatment on species relative abundances or species evenness, and the zooplankter Diaphanosoma dominated community biomass at all mortality levels. Mortality rate did have a marginally significant effect on species richness (p < 0.07), but richness did not increase monotonically with mortality level. Instead, richness tended to be highest in the low- and no-mortality treatments."," RAYYAN-INCLUSION: {""Alfredo""=>false} | RAYYAN-EXCLUSION-REASONS: not meta-analysis"
Mller2005419,Relative importance of fertiliser addition to plants and exclusion of predators for aphid growth in the field,2005,1,1,Oecologia,0029-8549,143,,419-427,"Mller, C.B. and Fellowes, M.D.E. and Godfray, H.C.J.",10.1007/s00442-004-1795-9,,,,"Herbivore dynamics and community structure are influenced both by plant quality and the actions of natural enemies. A factorial experiment manipulating both higher and lower trophic levels was designed to explore the determinants of colony growth of the aphid Aphis jacobaeae, a specialist herbivore on ragwort Senecio jacobaea. Potential plant quality was manipulated by regular addition of NPK-fertiliser and predator pressure was reduced by interception traps; the experiment was carried out at two sites. The size and persistence of aphid colonies were measured. Fertiliser addition affected plant growth in only one site, but never had a measurable effect on aphid colony growth. In both habitats the action of insect predators dominated, imposing strong and negative effects on aphid colony performance. Ants were left unmanipulated in both sites and their performance on the aphid colonies did not significantly differ between sites or between treatments. Our results suggest that, at least for aphid herbivores on S. jacobaea, the action of generalist insect predators appears to be the dominant factor affecting colony performance and can under certain conditions even improve plant productivity.  Springer-Verlag 2005."," RAYYAN-INCLUSION: {""Alfredo""=>false} | RAYYAN-EXCLUSION-REASONS: not meta-analysis"
Mnkknen2017952,Linking species interactions with phylogenetic and functional distance in European bird assemblages at broad spatial scales,2017,1,1,Global Ecology and Biogeography,,26,,952-962,"Mnkknen, M. and Devictor, V. and Forsman, J.T. and Lehikoinen, A. and Elo, M.",10.1111/geb.12605,,,,"Aim: Understanding the relative contribution of different species interactions in shaping community assembly has been a pivotal aim in community ecology. Biotic interactions are acknowledged to be important at local scales, although their signal is assumed to weaken over longer distances. We examine the relationship between positive, neutral and negative pairwise bird abundance distributions and the phylogenetic and functional distance between these pairs after first controlling for habitat associations. Location: France and Finland. Time period: 1984 to 2011 (Finland), 2001 to 2012 (France). Major Taxa studied: Birds. Methods: We used results from French and Finnish land bird monitoring programmes, from which we created three independent datasets (French forests, French farmlands and Finnish forests). Separately for the three datasets, we fitted linear mixed-effects models for pairwise abundance values across years per point count station to infer the association between all common species pairs, while controlling for geographical distribution and habitat associations, and saved pairwise regression coefficients for further analyses. We used a null model approach to infer whether the observed associations (effect sizes) differ from random. Finally, using quantile regression, we analysed the relationships between functional dissimilarity/phylogenetic distance and effect sizes. Results: Our results show both negative and positive species interactions, although negative interactions were twice as common as positive interactions. Closely related species were more likely to show strong associations, both negative and positive, than more distant species across broad spatial scales. For functional dissimilarity, the results varied across datasets. Main conclusions: Our results emphasize the potential of functional and phylogenetic proximity in generating both negative and positive species associations, which can produce pervasive patterns from local to geographical scales. Future assembly studies should refrain from strict dichotomies, such as compensatory dynamics versus environmental forcing, and instead consider the possibility of positive interactions.  2017 John Wiley & Sons Ltd"," RAYYAN-INCLUSION: {""Alfredo""=>false} | RAYYAN-EXCLUSION-REASONS: not meta-analysis"
Mntyl2011143,Birds help plants: A meta-analysis of top-down trophic cascades caused by avian predators,2011,1,1,Oecologia,0029-8549,165,,143-151,"Mntyl, E. and Klemola, T. and Laaksonen, T.",10.1007/s00442-010-1774-2,,,,"The tritrophic interactions between plants, herbivores and avian predators are complex and prone to trophic cascades. We conducted a meta-analysis of original articles that have studied birds as predators of invertebrate herbivores, to compare top-down trophic cascades with different plant responses from different environments and climatic areas. Our search found 29 suitable articles, with a total of 81 separate experimental study set-ups. The meta-analysis revealed that plants benefited from the presence of birds. A significant reduction was observed in the level of leaf damage and plant mortality. The presence of birds also positively affected the amount of plant biomass, whereas effects on plant growth were negligible. There were no differences in the effects between agricultural and natural environments. Similarly, plants performed better in all climatic areas (tropical, temperate and boreal) when birds were present. Moreover, both mature plants and saplings gained benefits from the presence of birds. Our results show that birds cause top-down trophic cascades and thus they play an integral role in ecosystems.  2010 Springer-Verlag."," RAYYAN-INCLUSION: {""Alfredo""=>true}"
Moon20042709,The influence of a salinity and nutrient gradient on coastal vs. upland tritrophic complexes,2004,1,1,Ecology,0012-9658,85,,2709-2716,"Moon, D.C. and Stiling, P.",10.1890/03-4099,,,,"We examined the relative strengths of top-down and bottom-up effects acting on insect herbivores feeding on five species of plants growing in coastal or upland regions of a Florida salt marsh. Three of the plant species, Borrichia frutescens, Coccoloba uvifera, and Baccharis halimifolia, grew close to the shore, while the two remaining species, Myrica cerifera and Persea borbonia, grew in upland areas with lower salinity and no tidal input. For each species, we added nitrogen fertilizer and reduced parasitism with sticky traps in a fully factorial design, and assessed the relative impacts of these bottom-up and top-down manipulations on the most common herbivores of each plant. We then used a within-study meta-analysis to integrate the results and quantitatively compare the strengths of top-down and bottom-up effects on the herbivores of these coastal and upland plants. Both fertilization and reduction of parasitism resulted in significant increases in herbivore densities, and the effects of these treatments were only slightly more pronounced for herbivores of the upland plant species than the coastal plant species. The greatest difference, however, between coastal and upland systems was in the strength of the interaction between nutrients and parasitism. Fertilization strongly increased the effects of parasitism for herbivores of upland plants, but not coastal plants. Correlations between effect sizes and ambient salinity and foliar nitrogen levels showed that environmental stress levels may be principally responsible for the strength of interaction between bottom-up and top-down forces, but nutrient levels likely play a lesser role."," RAYYAN-INCLUSION: {""Alfredo""=>true}"
Mooney20061805,The disruption of an ant-aphid mutualism increases the effects of birds on pine herbivores,2006,1,1,Ecology,0012-9658,87,,1805-1815,"Mooney, K.A.",10.1890/0012-9658(2006)87[1805:TDOAAM]2.0.CO;2,,,,"Predators affect herbivores directly and indirectly, by consumptive and nonconsumptive effects, and the combined influence of multiple predators is shaped by interactions among predators. I documented the individual and combined effects of birds (chickadees, nuthatches, warblers) and ants (Formica podzolica) on arthropods residing in pine (Pinus ponderosa) canopies in a factorial field experiment. Birds and ants removed herbivores but simultaneously benefited them by removing predatory arthropods. Birds and ants had net negative and positive effects, respectively, on the abundance of herbivore prey, supporting the notion that vertebrate predators have stronger negative effects on herbivores than do arthropod predators. Aphids (ant-tended and untended species) constituted three-quarters of herbivore biomass. The effect of birds on ant-tended aphids was twice that on untended aphid species or tended aphid species without ants. This was not due to there being more ant-tended aphids for birds to prey on; tended and untended aphid species were in similar abundances in the absence of birds. Instead, the effects of birds were strengthened by attributes of the mutualism that rendered tended aphids susceptible to predation. These dynamics led to nonadditive effects of birds and ants: birds only reduced tended aphid species and total herbivore abundances on trees with ants, while ants only increased tended aphid species and total herbivore abundances in the absence of birds. Consequently, top predators in this system only influenced total herbivore abundance when they disrupted an ant-aphid mutualism.  2006 by the Ecological Society of America."," RAYYAN-INCLUSION: {""Alfredo""=>false} | RAYYAN-EXCLUSION-REASONS: not meta-analysis"
Moore2006,Dynamic Food Webs,2006,1,1,Dynamic Food Webs,NA,,,NA,"Moore, J.C. and Ruiter, P.D.",10.1016/B978-0-12-088458-2.X5000-0,,,,"Dynamic Food Webs challenges us to rethink what factors may determine ecological and evolutionary pathways of food web development. It touches upon the intriguing idea that trophic interactions drive patterns and dynamics at different levels of biological organization: dynamics in species composition, dynamics in population life-history parameters and abundances, and dynamics in individual growth, size and behavior. These dynamics are shown to be strongly interrelated governing food web structure and stability and the role of populations and communities play in ecosystem functioning. Dyanmic Food Webs not only offers over 100 illustrations, but also contains 8 riveting sections devoted to an understanding of how to manage the effects of environmental change, the protection of biological diversity and the sustainable use of natural resources. Dyanmic Food Webs is a volume in the Theoretical Ecology series. * Relates dynamics on different levels of biological organization: individuals, populations, and communities * Deals with empirical and theoretical approaches * Discusses the role of community food webs in ecosystem functioning * Proposes methods to assess the effects of environmental change on the structure of biological communities and ecosystem functioning * Offers an analyses of the relationship between complexity and stability in food webs.  2006 Elsevier Inc. All rights reserved."," RAYYAN-INCLUSION: {""Alfredo""=>false} | RAYYAN-LABELS: book | RAYYAN-EXCLUSION-REASONS: not meta-analysis"
