"key","title","year","month","day","journal","issn","volume","issue","pages","authors","url","language","publisher","location","abstract","notes","n_duplicates","studyID"
"X.ISI.000448960700012","Cover Crops Reduce Nitrate Leaching in Agroecosystems: A Global Meta-Analysis",2018,1,1,"JOURNAL OF ENVIRONMENTAL QUALITY","",47,NA,"1400-1411","Thapa, Resham and Mirsky, Steven B. and Tully, Katherine L.","10.2134/jeq2018.03.0107",NA,NA,NA,"Cover crops are well recognized as a tool to reduce NO3- leaching from agroecosystems. However, their effectiveness varies from site to site and year to year depending on soil, cash and cover crop management, and climate. We conducted a meta-analysis using 238 observations from 28 studies (i) to assess the overall effect of cover crops on NO3- leaching and subsequent crop yields, and (ii) to examine how soil, cash and cover crop management, and climate impact the effect of non-leguminous cover crops on NO3- leaching. There is a clear indication that nonleguminous cover crops can substantially reduce NO3- leaching into freshwater systems, on average by 56\%. Nonlegume-legume cover crop mixtures reduced NO3- leaching as effectively as nonlegumes, but significantly more than legumes. The lack of variance information in most published literature prevents greater insight into the degree to which cover crops can improve water quality. Among the factors investigated, we identified cover crop planting dates, shoot biomass, and precipitation relative to long-term mean precipitation as potential drivers for the observed variability in nonleguminous cover crop effectiveness in reducing NO3- leaching. We found evidence indicating greater reduction in NO3- leaching with nonleguminous cover crops on coarse-textured soils and during years of low precipitation (<90\% of the long-term normal). Earlier fall planting and greater nonleguminous shoot biomass further reduced NO3- leaching. Overall, this meta-analysis confirms many prior studies showing that nonleguminous cover crops are an effective way to reduce NO3- leaching and should be integrated into cropping systems to improve water quality."," RAYYAN-INCLUSION: {""Alfredo""=>true}",1,"lnRR49"
"Davidson20185218","Differential effects of biological invasions on coastal blue carbon: A global review and meta-analysis",2018,1,1,"Global Change Biology","1354-1013",24,NA,"5218-5230","Davidson, I.C. and Cott, G.M. and Devaney, J.L. and Simkanin, C.","10.1111/gcb.14426",NA,NA,NA,"Human-caused shifts in carbon (C) cycling and biotic exchange are defining characteristics of the Anthropocene. In marine systems, saltmarsh, seagrass, and mangrove habitatscollectively known as blue carbon and coastal vegetated habitats (CVHs)are a leading sequester of global C and increasingly impacted by exotic species invasions. There is growing interest in the effect of invasion by a diverse pool of exotic species on C storage and the implications for ecosystem-based management of these systems. In a global meta-analysis, we synthesized data from 104 papers that provided 345 comparisons of habitat-level response (plant and soil C storage) from paired invaded and uninvaded sites. We found an overall net effect of significantly higher C pools in invaded CVHs amounting to 40% (16%) higher C storage than uninvaded habitat, but effects differed among types of invaders. Elevated C storage was driven by blue C-forming plant invaders (saltmarsh grasses, seagrasses, and mangrove trees) that intensify biomass per unit area, extend and elevate coastal wetlands, and convert coastal mudflats into C-rich vegetated habitat. Introduced animal and structurally distinct primary producers had significant negative effects on C pools, driven by herbivory, trampling, and native species displacement. The role of invasion manifested differently among habitat types, with significant C storage increases in saltmarshes, decreases in seagrass, and no significant effect in mangroves. There were also counter-directional effects by the same species in different systems or locations, which underscores the importance of combining data mining with analyses of mean effect sizes in meta-analyses. Our study provides a quantitative basis for understanding differential effects of invasion on blue C habitats and will inform conservation strategies that need to balance management decisions involving invasion, C storage, and a range of other marine biodiversity and habitat functions in these coastal systems. Published 2018. This article is a U.S. Government work and is in the public domain in the USA."," RAYYAN-INCLUSION: {""Alfredo""=>true}",4,"lnRR50"
"Ponisio2015","Diversification practices reduce organic to conventional yield gap",2015,1,1,"Proceedings of the Royal Society B: Biological Sciences","",282,NA,NA,"Ponisio, L.C. and Mgonigle, L.K. and Mace, K.C. and Palomino, J. and Valpine, P.D. and Kremen, C.","10.1098/rspb.2014.1396",NA,NA,NA,"Agriculture today places great strains on biodiversity, soils, water and the atmosphere, and these strains will be exacerbated if current trends in population growth, meat and energy consumption, and food waste continue. Thus, farming systems that are both highly productive and minimize environmental harms are critically needed. Howorganic agriculture may contribute to world food production has been subject to vigorous debate over the past decade. Here, we revisit this topic comparing organic and conventional yields with a new meta-dataset three times larger than previously used (115 studies containing more than 1000 observations) and a new hierarchical analytical framework that can better account for the heterogeneity and structure in the data. We find organic yields are only 19.2% (3.7%) lower than conventional yields, a smaller yield gap than previous estimates. More importantly, we find entirely different effects of crop types and management practices on the yield gap compared with previous studies. For example, we found no significant differences in yields for leguminous versus non-leguminous crops, perennials versus annuals or developed versus developing countries. Instead, we found the novel result that two agricultural diversification practices, multi-cropping and crop rotations, substantially reduce the yield gap (to 94% and 85%, respectively) when the methods were applied in only organic systems. These promising results, based on robust analysis of a larger meta-dataset, suggest that appropriate investment in agroecological research to improve organic management systems could greatly reduce or eliminate the yield gap for some crops or regions.  2014 The Author(s) Published by the Royal Society. All rights reserved."," RAYYAN-INCLUSION: {""Alfredo""=>true}",3,"lnRR51"
"Baig20154303","Does the growth response of woody plants to elevated CO2 increase with temperature? A model-oriented meta-analysis",2015,1,1,"Global Change Biology","1354-1013",21,NA,"4303-4319","Baig, S. and Medlyn, B.E. and Mercado, L.M. and Zaehle, S.","10.1111/gcb.12962",NA,NA,NA,"The temperature dependence of the reaction kinetics of the Rubisco enzyme implies that, at the level of a chloroplast, the response of photosynthesis to rising atmospheric CO2 concentration (Ca) will increase with increasing air temperature. Vegetation models incorporating this interaction predict that the response of net primary productivity (NPP) to elevated CO2 (eCa) will increase with rising temperature and will be substantially larger in warm tropical forests than in cold boreal forests. We tested these model predictions against evidence from eCa experiments by carrying out two meta-analyses. Firstly, we tested for an interaction effect on growth responses in factorial eCa  temperature experiments. This analysis showed a positive, but nonsignificant interaction effect (95% CI for above-ground biomass response = -0.8, 18.0%) between eCa and temperature. Secondly, we tested field-based eCa experiments on woody plants across the globe for a relationship between the eCa effect on plant biomass and mean annual temperature (MAT). This second analysis showed a positive but nonsignificant correlation between the eCa response and MAT. The magnitude of the interactions between CO2 and temperature found in both meta-analyses were consistent with model predictions, even though both analyses gave nonsignificant results. Thus, we conclude that it is not possible to distinguish between the competing hypotheses of no interaction vs. an interaction based on Rubisco kinetics from the available experimental database. Experiments in a wider range of temperature zones are required. Until such experimental data are available, model predictions should aim to incorporate uncertainty about this interaction.  2015 John Wiley & Sons Ltd."," RAYYAN-INCLUSION: {""Alfredo""=>true}",1,"lnRR52"
"Lehtinen2014524","Effect of crop residue incorporation on soil organic carbon and greenhouse gas emissions in European agricultural soils",2014,1,1,"Soil Use and Management","0266-0032",30,NA,"524-538","Lehtinen, T. and Schlatter, N. and Baumgarten, A. and Bechini, L. and Krger, J. and Grignani, C. and Zavattaro, L. and Costamagna, C. and Spiegel, H.","10.1111/sum.12151",NA,NA,NA,"Soil organic matter (SOM) improves soil physicochemical and biological properties, and the sequestration of carbon in SOM may mitigate climate change. Soil organic carbon (SOC) often decreases in intensive cropping systems. Incorporation of crop residues (CR) may be a sustainable management practice to maintain the SOC levels and to increase soil fertility. This study quantifies the effects of CR incorporation on SOC and greenhouse gas (GHG) emissions (CO2 and N2O) in Europe using data from long-term experiments. Response ratios (RRs) for SOC and GHG emissions were calculated between CR incorporation and removal. The influence of environmental zones (ENZs), clay content and experiment duration on the RRs was investigated. We also studied how RRs of SOC and crop yields were correlated. A total of 475 RRs were derived from 39 publications. The SOC increased by 7% following CR incorporation. In contrast, in a subsample of cases, CO2 emissions were six times and N2O emissions 12 times higher following CR incorporation. The ENZ had no significant influence on RRs. For SOC concentration, soils with a clay content &gt;35% showed 8% higher RRs compared with soils with clay contents between 18 and 35%. As the experiment progressed, RR for SOC concentration increased. For N2O emissions, RR was significantly greater in experiments with a duration &lt;5 yr compared with 11-20 yr. No significant correlations were found between RR for SOC concentration and yields, but differences between sites and study durations were detected. We suggest that a long duration of crop residue incorporation is a win-win scenario under a continental climate. We conclude that CR incorporation is important for maintaining SOC, but its influence on GHG emissions should be taken into account as well.  2014 British Society of Soil Science."," RAYYAN-INCLUSION: {""Alfredo""=>true}",2,"lnRR53"
"vanGroenigen20174420","Faster turnover of new soil carbon inputs under increased atmospheric CO2",2017,1,1,"Global Change Biology","1354-1013",23,NA,"4420-4429","van Groenigen, K.J. and Osenberg, C.W. and Terrer, C. and Carrillo, Y. and Dijkstra, F.A. and Heath, J. and Nie, M. and Pendall, E. and Phillips, R.P. and Hungate, B.A.","10.1111/gcb.13752",NA,NA,NA,"Rising levels of atmospheric CO2 frequently stimulate plant inputs to soil, but the consequences of these changes for soil carbon (C) dynamics are poorly understood. Plant-derived inputs can accumulate in the soil and become part of the soil C pool (new soil C), or accelerate losses of pre-existing (old) soil C. The dynamics of the new and old pools will likely differ and alter the long-term fate of soil C, but these separate pools, which can be distinguished through isotopic labeling, have not been considered in past syntheses. Using meta-analysis, we found that while elevated CO2 (ranging from 550 to 800 parts per million by volume) stimulates the accumulation of new soil C in the short term (&lt;1year), these effects do not persist in the longer term (14years). Elevated CO2 does not affect the decomposition or the size of the old soil C pool over either temporal scale. Our results are inconsistent with predictions of conventional soil C models and suggest that elevated CO2 might increase turnover rates of new soil C. Because increased turnover rates of new soil C limit the potential for additional soil C sequestration, the capacity of land ecosystems to slow the rise in atmospheric CO2 concentrations may be smaller than previously assumed.  2017 John Wiley & Sons Ltd"," RAYYAN-INCLUSION: {""Alfredo""=>true}",3,"lnRR54"
"Sievers2018529","Impacts of human-induced environmental change in wetlands on aquatic animals",2018,1,1,"Biological Reviews","1464-7931",93,NA,"529-554","Sievers, M. and Hale, R. and Parris, K.M. and Swearer, S.E.","10.1111/brv.12358",NA,NA,NA,"Many wetlands harbour highly diverse biological communities and provide extensive ecosystem services; however, these important ecological features are being altered, degraded and destroyed around the world. Despite a wealth of research on how animals respond to anthropogenic changes to natural wetlands and how they use created wetlands, we lack a broad synthesis of these data. While some altered wetlands may provide vital habitat, others could pose a considerable risk to wildlife. This risk will be heightened if such wetlands are ecological trapspreferred habitats that confer lower fitness than another available habitat. Wetlands functioning as ecological traps could decrease both local and regional population persistence, and ultimately lead to extinctions. Most studies have examined how animals respond to changes in environmental conditions by measuring responses at the community and population levels, but studying ecological traps requires information on fitness and habitat preferences. Our current lack of knowledge of individual-level responses may therefore limit our capacity to manage wetland ecosystems effectively since ecological traps require different management practices to mitigate potential consequences. We conducted a global meta-analysis to characterise how animals respond to four key drivers of wetland alteration: agriculture, mining, restoration and urbanisation. Our overarching goal was to evaluate the ecological impacts of human alterations to wetland ecosystems, as well as identify current knowledge gaps that limit both the current understanding of these responses and effective wetland management. We extracted 1799 taxon-specific response ratios from 271 studies across 29 countries. Community- (e.g. richness) and population-level (e.g. density) measures within altered wetlands were largely comparable to those within reference wetlands. By contrast, individual fitness measures (e.g. survival) were often lower, highlighting the potential limitations of using only community- and population-level measures to assess habitat quality. Only four studies provided habitat-preference data, preventing investigation of the potential for altered wetlands to function as ecological traps. This is concerning because attempts to identify ecological traps may detect previously unidentified conservation risks. Although there was considerable variability amongst taxa, amphibians were typically the most sensitive taxon, and thus, may be a valuable bio-indicator of wetland quality. Despite suffering reduced survival and reproduction, measures such as time to and mass at metamorphosis were similar between altered and reference wetlands, suggesting that quantifying metamorphosis-related measures in isolation may not provide accurate information on habitat quality. Our review provides the most detailed evaluation to date of the ecological impacts of human alterations to wetland ecosystems. We emphasise that the role of wetlands in human-altered ecosystems can be complex, as they may represent important habitat but also pose potential risks to animals. Reduced availability of natural wetlands is increasing the importance of altered wetlands for aquatic animals. Consequently, we need to define what represents habitat quality from the perspective of animals, and gain a greater understanding of the underlying mechanisms of habitat selection and how these factors could be manipulated. Furthermore, strategies to enhance the quality of these wetlands should be implemented to maximise their conservation potential.  2017 Cambridge Philosophical Society"," RAYYAN-INCLUSION: {""Alfredo""=>true}",1,"lnRR55"
"Gervasi2017","Linking ecology and epidemiology to understand predictors of multi-host responses to an emerging pathogen, the amphibian chytrid fungus",2017,1,1,"PLoS ONE","",12,NA,NA,"Gervasi, S.S. and Stephens, P.R. and Hua, J. and Searle, C.L. and Xie, G.Y. and Urbina, J. and Olson, D.H. and Bancroft, B.A. and Weis, V. and Hammond, J.I. and Relyea, R.A. and Blaustein, A.R.","10.1371/journal.pone.0167882",NA,NA,NA,"Variation in host responses to pathogens can have cascading effects on populations and communities when some individuals or groups of individuals display disproportionate vulnerability to infection or differ in their competence to transmit infection. The fungal pathogen, Batrachochytrium dendrobatidis (Bd) has been detected in almost 700 different amphibian species and is implicated in numerous global amphibian population declines. Identifying key hosts in the amphibian-Bd system-those who are at greatest risk or who pose the greatest risk for others-is challenging due in part to many extrinsic environmental factors driving spatiotemporal Bd distribution and context-dependent host responses to Bd in the wild. One way to improve predictive risk models and generate testable mechanistic hypotheses about vulnerability is to complement what we know about the spatial epidemiology of Bd with data collected through comparative experimental studies. We used standardized pathogen challenges to quantify amphibian survival and infection trajectories across 20 post-metamorphic North American species raised from eggs. We then incorporated trait-based models to investigate the predictive power of phylogenetic history, habitat use, and ecological and life history traits in explaining responses to Bd. True frogs (Ranidae) displayed the lowest infection intensities, whereas toads (Bufonidae) generally displayed the greatest levels of mortality after Bd exposure. Affiliation with ephemeral aquatic habitat and breadth of habitat use were strong predictors of vulnerability to and intensity of infection and several other traits including body size, lifespan, age at sexual maturity, and geographic range also appeared in top models explaining host responses to Bd. Several of the species examined are highly understudied with respect to Bd such that this study represents the first experimental susceptibility data. Combining insights gained from experimental studies with observations of landscapelevel disease prevalence may help explain current and predict future pathogen dynamics in the Bd system."," RAYYAN-INCLUSION: {""Alfredo""=>true}",3,"lnRR56"
"Lesur.Dumoulin2017","Lower average yields but similar yield variability in organic versus conventional horticulture. A meta-analysis",2017,1,1,"Agronomy for Sustainable Development","1774-0746",37,NA,NA,"Lesur-Dumoulin, C. and Malzieux, E. and Ben-Ari, T. and Langlais, C. and Makowski, D.","10.1007/s13593-017-0455-5",NA,NA,NA,"Organic agriculture prohibits the use of almost all synthetic inputs and it is expected to have lower impacts on natural resources than conventional agriculture. However, previous meta-analyses have shown that yields in organic systems are in average 8 to 25% lower compared with conventional systems. Here, we focus on horticulture (fruits and vegetables) and we refine our knowledge by characterising the distributions of organic and conventional yields both in terms of average yield loss and in terms of variability across experiments and across years. We built a new dataset including 636 ratios of organic versus conventional yields covering 37 horticultural species and 17 countries and estimated (i) mean yield ratios, (ii) yield ratio probability distribution across experiments and (iii) interannual yield variances in organic and conventional systems. Our results show that yields in organic horticulture are indeed on average 10 to 32% lower than those in conventional horticulture but they exhibit large variation across experiments. An analysis of yield ratio probability distribution shows that yield loss in organic horticulture has about 10% chances to exceed 50% compared to conventional systems. The analysis gives also around 20% chances to get higher yields in organic horticulture compared to conventional systems. None of the tested covariates (e.g. crop type, climate zone) was able to explain a significant part of the yield ratio variability. We find no evidence of a larger interannual variability (i.e. lower yield stability) in organic versus conventional horticulture. Longer-term trials could nonetheless help substantiate this result. Our results support also the needs to conduct new experiments in countries from the Southern Hemisphere and to collect standard data on crop management and environmental characteristics.  2017, INRA and Springer-Verlag France SAS."," RAYYAN-INCLUSION: {""Alfredo""=>true}",1,"lnRR57"
"Chandrasekaran2016216","Meta-analysis reveals that the genus pseudomonas can be a better choice of biological control agent against bacterial wilt disease caused by ralstonia solanacearum",2016,1,1,"Plant Pathology Journal","1598-2254",32,NA,"216-227",", Ch and rasekaran, M. and Subramanian, D. and Yoon, E. and Kwon, T. and Chun, S.-C.","10.5423/PPJ.OA.11.2015.0235",NA,NA,NA,"Biological control agents (BCAs) from different microbial taxa are increasingly used to control bacterial wilt caused by Ralstonia solanacearum. However, a quantitative research synthesis has not been conducted on the role of BCAs in disease suppression. Therefore, the present study aimed to meta-analyze the impacts of BCAs on both Ralstonia wilt disease suppression and plant (host) growth promotion. The analysis showed that the extent of disease suppression by BCAs varied widely among studies, with effect size (log response ratio) ranging from 2.84 to 2.13. The disease incidence and severity were significantly decreased on average by 53.7% and 49.3%, respectively. BCAs inoculation also significantly increased fresh and dry weight by 34.4% and 36.1%, respectively on average. Also, BCAs inoculation significantly increased plant yield by 66%. Mean effect sizes for genus Pseudomonas sp. as BCAs were higher than for genus Bacillus spp. Among antagonists tested, P. fluorescens, P. putida, B. cereus, B. subtilis and B. amyloliquefaciens were found to be more effective in general for disease reduction. Across studies, highest disease control was found for P. fluorescens, annual plants, co-inoculation with more than one BCA, soil drench and greenhouse condition were found to be essential in understanding plant responses to R. solanacearum. Our results suggest that more efforts should be devoted to harnessing the potential beneficial effects of these antagonists, not just for plant growth promoting traits but also in mode of applications, BCAs formulations and their field studies should be considered in the future for R. solanacearum wilt disease suppression.  The Korean Society of Plant Pathology."," RAYYAN-INCLUSION: {""Alfredo""=>true}",1,"lnRR58"
"Nakagawa20121253","Methodological issues and advances in biological meta-analysis",2012,1,1,"Evolutionary Ecology","0269-7653",26,NA,"1253-1274","Nakagawa, S. and Santos, E.S.A.","10.1007/s10682-012-9555-5",NA,NA,NA,"Meta-analysis has changed the way researchers conduct literature reviews not only in medical and social sciences but also in biological sciences. Meta-analysis in biological sciences, especially in ecology and evolution (which we refer to as 'biological' meta-analysis) faces somewhat different methodological problems from its counterparts in medical and social sciences, where meta-analytic techniques were originally developed. The main reason for such differences is that biological meta-analysis often integrates complex data composed of multiple strata with, for example, different measurements and a variety of species. Here, we review methodological issues and advancements in biological meta-analysis, focusing on three topics: (1) non-independence arising from multiple effect sizes obtained in single studies and from phylogenetic relatedness, (2) detecting and accounting for heterogeneity, and (3) identifying publication bias and measuring its impact. We show how the marriage between mixed-effects (hierarchical/multilevel) models and phylogenetic comparative methods has resolved most of the issues under discussion. Furthermore, we introduce the concept of across-study and within-study meta-analysis, and propose how the use of within-study meta-analysis can improve many empirical studies typical of ecology and evolution.  2012 Springer Science+Business Media B.V."," RAYYAN-INCLUSION: {""Alfredo""=>true}",1,"lnRR59"
"Leifheit2014523","Multiple factors influence the role of arbuscular mycorrhizal fungi in soil aggregation-a meta-analysis",2014,1,1,"Plant and Soil","0032-079X",374,NA,"523-537","Leifheit, E.F. and Veresoglou, S.D. and Lehmann, A. and Morris, E.K. and Rillig, M.C.","10.1007/s11104-013-1899-2",NA,NA,NA,"Background and aims: Soil aggregation is a crucial aspect of ecosystem functioning in terrestrial ecosystems. Arbuscular mycorrhizal fungi (AMF) play a key role in soil aggregate formation and stabilization. Here we quantitatively analyzed the importance of experimental settings as well as biotic and abiotic factors for the effectiveness of AMF to stabilize soil macroaggregates. Methods: We gathered 35 studies on AMF and soil aggregation and tested 13 predictor variables for their relevance with a boosted regression tree analysis and performed a meta-analysis, fitting individual random effects models for each variable. Results and conclusions: The overall mean effect of inoculation with AMF on soil aggregation was positive and predictor variable means were all in the range of beneficial effects. Pot studies and studies with sterilized sandy soil, near neutral soil pH, a pot size smaller than 2.5 kg and a duration between 2.2 and 5 months were more likely to result in stronger effects of AMF on soil aggregation than experiments in the field, with non-sterilized or fine textured soil or an acidic pH. This is the first study to quantitatively show that the effect of AMF inoculation on soil aggregation is positive and context dependent. Our findings can help to improve the use of this important ecosystem process, e.g. for inoculum application in restoration sites.  2013 Springer Science+Business Media Dordrecht."," RAYYAN-INCLUSION: {""Alfredo""=>true}",1,"lnRR60"
"Chaudhary2016","MycoDB, a global database of plant response to mycorrhizal fungi",2016,1,1,"Scientific Data","",3,NA,NA,"Chaudhary, V.B. and Ra, M.A. and Antoninka, A. and Bever, J.D. and Cannon, J. and Craig, A. and Duchicela, J. and Frame, A. and Gardes, M. and Gehring, C. and Ha, M. and Hart, M. and Hopkins, J. and Ji, B. and Johnson, N.C. and Kaonongbua, W. and Karst, J. and Koide, R.T. and Lamit, L.J. and Meadow, J. and Milligan, B.G. and Moore, J.C. and Pendergast Iv, T.H. and Piculell, B. and Ramsby, B. and Simard, S. and Shrestha, S. and Umbanhowar, J. and Viechtbauer, W. and Walters, L. and Wilson, G.W.T. and Zee, P.C. and Hoeksema, J.D.","10.1038/sdata.2016.28",NA,NA,NA,"Plants form belowground associations with mycorrhizal fungi in one of the most common symbioses on Earth. However, few large-scale generalizations exist for the structure and function of mycorrhizal symbioses, as the nature of this relationship varies from mutualistic to parasitic and is largely context-dependent. We announce the public release of MycoDB, a database of 4,010 studies (from 438 unique publications) to aid in multi-factor meta-analyses elucidating the ecological and evolutionary context in which mycorrhizal fungi alter plant productivity. Over 10 years with nearly 80 collaborators, we compiled data on the response of plant biomass to mycorrhizal fungal inoculation, including meta-analysis metrics and 24 additional explanatory variables that describe the biotic and abiotic context of each study. We also include phylogenetic trees for all plants and fungi in the database. To our knowledge, MycoDB is the largest ecological meta-analysis database. We aim to share these data to highlight significant gaps in mycorrhizal research and encourage synthesis to explore the ecological and evolutionary generalities that govern mycorrhizal functioning in ecosystems."," RAYYAN-INCLUSION: {""Alfredo""=>true}",2,"lnRR61"
"Chandrasekaran2016","Mycorrhizal symbiotic efficiency on C3 and C4 plants under salinity stress - A meta-analysis",2016,1,1,"Frontiers in Microbiology","",7,NA,NA,", Ch and rasekaran, M. and Kim, K. and Krishnamoorthy, R. and Walitang, D. and Sundaram, S. and Joe, M.M. and Selvakumar, G. and Hu, S. and Oh, S.-H. and Sa, T.","10.3389/fmicb.2016.01246",NA,NA,NA,"A wide range of C3 and C4 plant species could acclimatize and grow under the impact of salinity stress. Symbiotic relationship between plant roots and arbuscular mycorrhizal fungi (AMF) are widespread and are well known to ameliorate the influence of salinity stress on agro-ecosystem. In the present study, we sought to understand the phenomenon of variability on AMF symbiotic relationship on saline stress amelioration in C3 and C4 plants. Thus, the objective was to compare varied mycorrhizal symbiotic relationship between C3 and C4 plants in saline conditions. To accomplish the above mentioned objective, we conducted a random effects models meta-analysis across 60 published studies. An effect size was calculated as the difference in mycorrhizal responses between the AMF inoculated plants and its corresponding control under saline conditions. Responses were compared between (i) identity of AMF species and AMF inoculation, (ii) identity of host plants (C3 vs. C4) and plant functional groups, (iii) soil texture and level of salinity and (iv) experimental condition (greenhouse vs. field). Results indicate that both C3 and C4 plants under saline condition responded positively to AMF inoculation, thereby overcoming the predicted effects of symbiotic efficiency. Although C3 and C4 plants showed positive effects under low (EC &lt; 4 ds/m) and high (&gt;8 ds/m) saline conditions, C3 plants showed significant effects for mycorrhizal inoculation over C4 plants. Among the plant types, C4 annual and perennial plants, C4 herbs and C4 dicot had a significant effect over other counterparts. Between single and mixed AMF inoculants, single inoculants Rhizophagus irregularis had a positive effect on C3 plants whereas Funneliformis mosseae had a positive effect on C4 plants than other species. In all of the observed studies, mycorrhizal inoculation showed positive effects on shoot, root and total biomass, and in nitrogen, phosphorous and potassium (K) uptake. However, it showed negative effects in sodium (Na) uptake in both C3 and C4 plants. This influence, owing to mycorrhizal inoculation, was significantly higher in K uptake in C4 plants. For our analysis, we concluded that AMF-inoculated C4 plants showed more competitive K+ ions uptake than C3 plants. Therefore, maintenance of high cytosolic K+/Na+ ratio is a key feature of plant salt tolerance. Studies on the detailed mechanism for the selective transport of K in C3 and C4 mycorrhizal plants under salt stress is lacking, and this needs to be explored.  2016 Chandrasekaran, Kim, Krishnamoorthy, Walitang, Sundaram, Joe, Selvakumar, Hu, Oh and Sa."," RAYYAN-INCLUSION: {""Alfredo""=>true}",2,"lnRR62"
"X.ISI.000400335200002","Nonindependence and sensitivity analyses in ecological and evolutionary meta-analyses",2017,1,1,"MOLECULAR ECOLOGY","",26,NA,"2410-2425","Noble, Daniel W. A. and Lagisz, Malgorzata and O'dea, Rose E. and Nakagawa, Shinichi","10.1111/mec.14031",NA,NA,NA,"Meta-analysis is an important tool for synthesizing research on a variety of topics in ecology and evolution, including molecular ecology, but can be susceptible to nonindependence. Nonindependence can affect two major interrelated components of a meta-analysis: (i) the calculation of effect size statistics and (ii) the estimation of overall meta-analytic estimates and their uncertainty. While some solutions to nonindependence exist at the statistical analysis stages, there is little advice on what to do when complex analyses are not possible, or when studies with nonindependent experimental designs exist in the data. Here we argue that exploring the effects of procedural decisions in a meta-analysis (e.g. inclusion of different quality data, choice of effect size) and statistical assumptions (e.g. assuming no phylogenetic covariance) using sensitivity analyses are extremely important in assessing the impact of nonindependence. Sensitivity analyses can provide greater confidence in results and highlight important limitations of empirical work (e.g. impact of study design on overall effects). Despite their importance, sensitivity analyses are seldom applied to problems of nonindependence. To encourage better practice for dealing with nonindependence in meta-analytic studies, we present accessible examples demonstrating the impact that ignoring nonindependence can have on meta-analytic estimates. We also provide pragmatic solutions for dealing with nonindependent study designs, and for analysing dependent effect sizes. Additionally, we offer reporting guidelines that will facilitate disclosure of the sources of nonindependence in meta-analyses, leading to greater transparency and more robust conclusions."," RAYYAN-INCLUSION: {""Alfredo""=>true}",1,"lnRR63"
"Dorman2018.1","Polybrominated diphenyl ether (PBDE) neurotoxicity: a systematic review and meta-analysis of animal evidence",2018,1,1,"Journal of Toxicology and Environmental Health - Part B: Critical Reviews","",NA,NA,NA,"Dorman, D.C. and Chiu, W. and Hales, B.F. and Hauser, R. and Johnson, K.J. and Mantus, E. and Martel, S. and Robinson, K.A. and Rooney, A.A. and Rudel, R. and Sathyanarayana, S. and Schantz, S.L. and Waters, K.M.","10.1080/10937404.2018.1514829",NA,NA,NA,"A recent systematic review (SR) and meta-analysis of human studies found an association between prenatal serum polybrominated diphenyl ethers (PBDE) concentrations and a decrease in the IQ of children. A SR of experimental developmental animal PBDE-mediated neurotoxicity studies was performed in the present study. Outcomes assessed included measures related to learning, memory, and attention, which parallel the intelligence-related outcomes evaluated in the human studies SR. PubMed, Embase, and Toxline were searched for relevant experimental non-human mammalian studies. Evaluation of risk of bias (RoB) and overall body of evidence followed guidance developed by the National Toxicology Program. Animal studies using varying designs and outcomes were available for BDEs 47, 99, 153, 203, 206, and 209 and the technical mixture DE-71. Study reporting of methods and results was often incomplete leading to concerns regarding RoB. A meta-analysis of 6 Morris water maze studies showed evidence of a significant increase in last trial latency (effect size of 25.8 [CI, 20.3 to 31.2]) in PBDE-exposed animals with low heterogeneity. For most endpoints, there were unexplained inconsistencies across studies and no consistent evidence of a dose-response relationship. There is a moderate level of evidence that exposure to BDEs 47, 99, and 209 affects learning. For other PBDEs and other endpoints, the level of evidence was low or very low. The meta-analysis led to stronger conclusions than that based upon a qualitative review of the evidence. The SR also identified RoB concerns that might be remedied by better study reporting.  2018,  2018 Taylor & Francis."," RAYYAN-INCLUSION: {""Alfredo""=>true}",3,"lnRR64"
"Vanhellemont201422","Relating changes in understorey diversity to environmental drivers in an ancient forest in northern Belgium",2014,1,1,"Plant Ecology and Evolution","20323913, 20323921",147,NA,"22-32","Vanhellemont, M. and Baeten, L. and Verheyen, K.","10.5091/plecevo.2014.921",NA,NA,NA,"Background and aims A renewed interest in the functional role and dynamics of forest understorey plant communities has lead to an increasing number of publications that present the results of understorey resurveys. However, studies looking at the possible causes of temporal changes in the understorey often lack data on soil and tree layer conditions for the old survey. We investigated how changes in the tree layer, soil, and understorey were related in two contrasting forest types. Methods Full re-inventory of the tree layer (1997, 2010) and resurvey of the soil and understorey in 40 plots on a permanent grid (1993, 2011) in an ancient temperate deciduous forest. The 1.83 ha study area consisted of a part dominated by oak (Quercus robur) and beech (Fagus sylvatica) and a part dominated by ash (Fraxinus excelsior). Key results Overall, the basal area and shade-casting ability of the tree layer had increased. In the oak-beech forest, the soil pH had decreased; below ash, the topsoil pH had increased. The understorey species richness had increased, and the change in species richness was correlated with the change in soil pH and basal area, the latter in the oak-beech forest only. The observed patterns in understorey dissimilarity were different for the dataset including or excluding the regeneration of woody species.Conclusions The changes in soil and understorey differed between the two forest types, and there were some indications of recovery from soil acidification in the ash forest.  2014 Botanic Garden Meise and Royal Botanical Society of Belgium."," RAYYAN-INCLUSION: {""Alfredo""=>true}",1,"lnRR65"
