"key","title","year","month","day","journal","issn","volume","issue","pages","authors","url","language","publisher","location","abstract","notes","studyID"
"Lange2018974","Multiple-stressor effects on freshwater fish: Importance of taxonomy and life stage",2018,1,1,"Fish and Fisheries","",19,NA,"974-983","Lange, K. and Bruder, A. and Matthaei, C.D. and Brodersen, J. and Paterson, R.A.","10.1111/faf.12305","",NA,NA,"Interactions among multiple anthropogenic stressors threaten freshwater fish and pose challenges for fisheries management and conservation. Previous studies of multiple-stressor effects on freshwater fish suggest a prevalence of antagonistic interactions. However, taxonomy, life stage and/or environmental context likely modify the magnitude and direction of fish responses to multiple stressors. Stressor intensity, impact mechanism, exposure time and ecosystem size may further affect interaction outcomes. Large-scale studies quantifying how these variables moderate stressor interactions are lacking. To address this knowledge gap, we performed a meta-analysis of 29 factorial multiple-stressor experiments to examine the influence of seven potential moderator variables on the magnitude and direction of stressor interactions. Using weighted random-effects meta-analytic models, we demonstrate the importance of taxonomic identity and life stage for interaction outcomes. In particular, Cypriniformes showed stronger antagonisms than Salmoniformes, as did larval fish compared to juveniles. Interaction outcomes also varied among the measured fish responses with survival yielding stronger antagonisms than biomass. Increasing experimental duration and volume of the experimental units both drove interactions towards synergisms, supporting findings from previous studies that synergisms take time and space to develop. In an era when the number of stressors affecting freshwater systems is increasing rapidly, our study provides a vital step towards identifying generalities in multiple-stressor outcomes and thus improved predictions of multiple-stressor impacts. Furthermore, our meta-analysis complements studies in real streams, rivers and lakes by providing an experimentally derived context for the growing number of multiple-stressor assessments in research, management and conservation of freshwater fish.  2018 John Wiley & Sons Ltd"," RAYYAN-INCLUSION: {""Alfredo""=>true}","Gurevitch40"
"Lea2011839","Ontogenetic and sex differences influence alarm call responses in mammals: A meta-analysis",2011,1,1,"Ethology","0179-1613",117,NA,"839-851","Lea, A.J. and Blumstein, D.T.","10.1111/j.1439-0310.2011.01947.x","",NA,NA,"Animals respond to alarm calls by increasing their antipredator behavior; however, responses may consistently differ by age or sex. Although several adaptive explanations have been proposed to account for age-dependent antipredator behavior, similar explanations are rarely extended to sex-specific responses. Furthermore, no attempts have been made to quantitatively estimate the direction or magnitude of these differences across studies. Here, we use meta-analysis to discover overall trends in the literature, as well as differences owing to experimental or population parameters. Across our sample of available studies (unfortunately biased toward rodents and primates), males respond more than females, and young respond more than adults. Furthermore, young of quickly maturing species display more adult-like antipredator behavior than young of slowly maturing species, suggesting that young must develop antipredator behavior at a pace consistent with the length of their ontogenetic period (a.k.a. juvenile/sub-adult period, defined as the time between birth and attainment of sexual maturity). We review previously proposed explanations for such age differences, namely, that longer ontogenetic periods may provide juveniles with time to develop behavior through learning and experience, or, maturation rates may influence age-specific selection pressures and the consequent evolution of age-specific behavioral strategies. We evaluate our results in light of these hypotheses, although our conclusions are limited by the number and taxonomic bias of available studies. We therefore suggest ways in which future studies may tease apart the relative importance of learning and experience vs. age-specific adaptive behavior, and draw attention to opportunities for research on age- and sex-specific alarm call responses.  2011 Blackwell Verlag GmbH."," RAYYAN-INCLUSION: {""Alfredo""=>true}","Gurevitch41"
"LeBauer2008371","Nitrogen limitation of net primary productivity in terrestrial ecosystems is globally distributed",2008,1,1,"Ecology","0012-9658",89,NA,"371-379","LeBauer, D.S. and Treseder, K.K.","10.1890/06-2057.1","",NA,NA,"Our meta-analysis of 126 nitrogen addition experiments evaluated nitrogen (N) limitation of net primary production (NPP) in terrestrial ecosystems. We tested the hypothesis that N limitation is widespread among biomes and influenced by geography and climate. We used the response ratio (R  ANPP N/ANPP ctrl) of aboveground plant growth in fertilized to control plots and found that most ecosystems are nitrogen limited with an average 29% growth response to nitrogen (i.e., R = 1.29). The response ratio was significant within temperate forests (R = 1.19), tropical forests (R = 1.60), temperate grasslands (R = 1.53), tropical grasslands (R = 1.26), wetlands (R = 1.16), and tundra (R = 1.35), but not deserts. Eight tropical forest studies had been conducted on very young volcanic soils in Hawaii, and this subgroup was strongly N limited (R = 2.13), which resulted in a negative correlation between forest R and latitude. The degree of N limitation in the remainder of the tropical forest studies (R = 1.20) was comparable to that of temperate forests, and when the young Hawaiian subgroup was excluded, forest R did not vary with latitude. Grassland response increased with latitude, but was independent of temperature and precipitation. These results suggest that the global N and C cycles interact strongly and that geography can mediate ecosystem response to N within certain biome types.  2008 by the Ecological Society of America."," RAYYAN-INCLUSION: {""Alfredo""=>true}","Gurevitch42"
"Lekberg20181268","Relative importance of competition and plantsoil feedback, their synergy, context dependency and implications for coexistence",2018,1,1,"Ecology Letters","1461-023X, 1461-023X",21,NA,"1268-1281","Lekberg, Y. and Bever, J.D. and Bunn, R.A. and Callaway, R.M. and Hart, M.M. and Kivlin, S.N. and Klironomos, J. and Larkin, B.G. and Maron, J.L. and Reinhart, K.O. and Remke, M. and van der Putten, W.H.","10.1111/ele.13093","",NA,NA,"Plants interact simultaneously with each other and with soil biota, yet the relative importance of competition vs. plantsoil feedback (PSF) on plant performance is poorly understood. Using a meta-analysis of 38 published studies and 150 plant species, we show that effects of interspecific competition (either growing plants with a competitor or singly, or comparing inter- vs. intraspecific competition) and PSF (comparing home vs. away soil, live vs. sterile soil, or control vs. fungicide-treated soil) depended on treatments but were predominantly negative, broadly comparable in magnitude, and additive or synergistic. Stronger competitors experienced more negative PSF than weaker competitors when controlling for density (inter- to intraspecific competition), suggesting that PSF could prevent competitive dominance and promote coexistence. When competition was measured against plants growing singly, the strength of competition overwhelmed PSF, indicating that the relative importance of PSF may depend not only on neighbour identity but also density. We evaluate how competition and PSFs might interact across resource gradients; PSF will likely strengthen competitive interactions in high resource environments and enhance facilitative interactions in low-resource environments. Finally, we provide a framework for filling key knowledge gaps and advancing our understanding of how these biotic interactions influence community structure.  2018 John Wiley & Sons Ltd/CNRS"," RAYYAN-INCLUSION: {""Alfredo""=>true}","Gurevitch43"
"Linquist2016119","Yes! there are resilient generalizations (or laws) in ecology",2016,1,1,"Quarterly Review of Biology","",91,NA,"119-131","Linquist, S. and Gregory, T.R. and Elliott, T.A. and Saylor, B. and Kremer, S.C. and Cottenie, K.","10.1086/686809","",NA,NA,"It is often argued that ecological communities admit of no useful generalizations or laws because these systems are especially prone to contingent historical events. Detractors respond that this argument assumes an overly stringent definition of laws of nature. Under a more relaxed conception, it is argued that ecological laws emerge at the level of communities and elsewhere. A brief review of this debate reveals an issue with deep philosophical roots that is unlikely to be resolved by a better understanding of generalizations in ecology. We therefore propose a strategy for transforming the conceptual question about the nature of ecological laws into a set of empirically tractable hypotheses about the relative resilience of ecological generalizations across three dimensions: taxonomy, habitat type, and scale. These hypotheses are tested using a survey of 240 meta-analyses in ecology. Our central finding is that generalizations in community ecology are just as prevalent and as resilient as those in population or ecosystem ecology. These findings should help to establish community ecology as a generality-seeking science as opposed to a science of case studies. It also supports the capacity for ecologists, working at any of the three levels, to inform matters of public policy.  2016 by The University of Chicago Press. All rights reserved."," RAYYAN-INCLUSION: {""Alfredo""=>true}","Gurevitch44"
"Lortie20067","Re-analysis of meta-analysis: Support for the stress-gradient hypothesis",2006,1,1,"Journal of Ecology","",94,NA,"Jul-16","Lortie, C.J. and Callaway, R.M.","10.1111/j.1365-2745.2005.01066.x","",NA,NA,"1 Using meta-analysis, b1Maestre et al. (2005, Journal of Ecology, 93, 748-757) recently rejected the predictions of the stress-gradient hypothesis for arid and semi-arid environments in entirety. It was concluded that neither positive nor negative effects of neighbours increased with abiotic stress and that different theoretical models are now needed. 2 In light of this sweeping conclusion, we re-examined the analytical approach and explored the general synthetic power of meta-analysis. 3 Detailed statistical re-analyses demonstrated that some of the meta-analyses of Maestre et al. were robust. However, more rigorous data selection criteria, changing gradient lengths between studies and covariance in response effects did not support their original conclusions. Additionally, application of more rigorous data selection criteria did allow us to detect a significant and consistent positive effect of neighbours, which suggests that facilitation is important at many points along stress gradients. 4 Careful evaluation of the studies used by Maestre et al. also revealed serious limitations. Many studies included in the meta-analyses were not conducted along stress gradients, did not identify a stress gradient within the study, focused on invasive species or were not peer reviewed. Most importantly, however, gradient lengths were not quantified and appeared to differ dramatically among studies. This crucial source of variation was not accounted for statistically nor in the interpretations. 5 Meta-analyses are useful tools for synthesis and description but are inherently limited by the appropriateness of the data selected. Unfortunately, in this particular instance, the data available to and selected by Maestre et al. did not adequately test the stress-gradient hypothesis and cannot thus reject its value for understanding the organization of plant communities in arid systems. 6 The ecological implication of our synthesis is that meta-analytical summary statistics may not always tell the whole story. Alternative interpretations of differences in effect sizes (or lack thereof) are possible because studies will vary in their ability to test specific predictions of a hypothesis, and furthermore, a certain level of judgement is required to infer the relative importance of certain ideas to synthetic progress within a discipline.  2005 British Ecological Society."," RAYYAN-INCLUSION: {""Alfredo""=>true}","Gurevitch45"
"Maestre2005748","Is the change of plant-plant interactions with abiotic stress predictable? A meta-analysis of field results in arid environments",2005,1,1,"Journal of Ecology","",93,NA,"748-757","Maestre, F.T. and Valladares, F. and Reynolds, J.F.","10.1111/j.1365-2745.2005.01017.x","",NA,NA,"1 Theoretical models have predicted that the relative importance of facilitation and competition will vary inversely across gradients of abiotic stress, with facilitation being the dominant interaction under high abiotic stress conditions. A critical reappraisal of current theoretical models is needed because experimental studies both support and refute their predictions. 2 A quantitative meta-analysis of field and common garden studies evaluating the effect of abiotic stress (low vs. high) on the net outcome of plant-plant interactions in arid and semi-arid environments was performed to evaluate the degree of empirical support for these models. We created four separate data sets corresponding to the categories of response variables commonly used to measure plant performance (survival, density, growth and fecundity). 3 The analyses showed that both the selection of the estimator of plant performance and the experimental approach followed have a strong influence on both the net outcome of plant-plant interactions and the effect of abiotic stress on such outcome. The effect of neighbours on the survival and growth of target plants was not significant at either stress level, but that on the density and fecundity of target plants was positive (facilitation) and negative (competition) at the low and high abiotic stress level, respectively. Density data showed that the net effect of neighbours was positive and negative at low and high abiotic stress levels, respectively, whereas other estimators suggested that the net effect of neighbours did not differ with stress level. None of our meta-analyses indicated that the magnitude of the net effect provided by neighbours, whether positive or negative, was higher under high abiotic stress conditions, and facilitation does not therefore appear to increase in importance with abiotic stress. 4 As the predictions of current theoretical models regarding the relationship between the net outcome of a plant-plant interaction and abiotic stress do not hold in arid and semi-arid environments, different models are needed. These should consider different sources of abiotic stress separately, and should be valid for performance measurements, such as survival, that integrate plant responses over time. The incorporation of these features into theoretical models will undoubtedly improve their predictive capabilities.  2005 British Ecological Society."," RAYYAN-INCLUSION: {""Alfredo""=>true}","Gurevitch46"
"Marino2018455","Geographical and experimental contexts modulate the effect of warming on top-down control: a meta-analysis",2018,1,1,"Ecology Letters","1461-023X, 1461-023X",21,NA,"455-466","Marino, N.A.C. and Romero, G.Q. and Farjalla, V.F.","10.1111/ele.12913","",NA,NA,"Ecologists have extensively investigated the effect of warming on consumerresource interactions, with experiments revealing that warming can strengthen, weaken or have no net effect on top-down control of resources. These experiments have inspired a body of theoretical work to explain the variation in the effect of warming on top-down control. However, there has been no quantitative attempt to reconcile theory with outcomes from empirical studies. To address the gap between theory and experiment, we performed a meta-analysis to examine the combined effect of experimental warming and top-down control on resource biomass and determined potential sources of variation across experiments. We show that differences in experimental outcomes are related to systematic variation in the geographical distribution of studies. Specifically, warming strengthened top-down control when experiments were conducted in colder regions, but had the opposite effect in warmer regions. Furthermore, we found that differences in the thermoregulation strategy of the consumer and openness of experimental arenas to dispersal can contribute to some deviation from the overall geographical pattern. These results reconcile empirical findings and support the expectation of geographical variation in the response of consumerresource interactions to warming.  2018 John Wiley & Sons Ltd/CNRS"," RAYYAN-INCLUSION: {""Alfredo""=>true}","Gurevitch47"
"Minte.Vera2005925","Practical application of meta-analysis results: Avoiding the double use of data",2005,1,1,"Canadian Journal of Fisheries and Aquatic Sciences","0706-652X",62,NA,"925-929","Minte-Vera, C.V. and Branch, T.A. and Stewart, I.J. and Dorn, M.W.","10.1139/f04-245","",NA,NA,"Meta-analysis is an important new tool for synthesizing scientific knowledge from many previous studies. In fisheries, meta-analyses can be used to obtain prior distributions or penalty functions for parameters used in stock assessment models. Two types of results are generally published in a meta-analysis: Type A, the updated results for each stock used in the meta-analysis, and Type B, the results that would best describe a new stock. Including these results in assessments for the individual stocks would result in double use of the data if the assessments include the input data used in the meta-analyses, which they typically would. To solve this problem, we recommend that an additional form of results should be reported in meta-analyses: Type C, the results for a new stock obtained by sequentially excluding each stock's data set and repeating the meta-analysis. Type C results should be used whenever the assessment input data overlap with the meta-analysis input data, avoiding the double use of data. We illustrate the impact of this reporting change on the results of a recent meta-analysis.  2005 NRC."," RAYYAN-INCLUSION: {""Alfredo""=>true}","Gurevitch48"
"Mntyl2011143","Birds help plants: A meta-analysis of top-down trophic cascades caused by avian predators",2011,1,1,"Oecologia","0029-8549",165,NA,"143-151","Mntyl, E. and Klemola, T. and Laaksonen, T.","10.1007/s00442-010-1774-2","",NA,NA,"The tritrophic interactions between plants, herbivores and avian predators are complex and prone to trophic cascades. We conducted a meta-analysis of original articles that have studied birds as predators of invertebrate herbivores, to compare top-down trophic cascades with different plant responses from different environments and climatic areas. Our search found 29 suitable articles, with a total of 81 separate experimental study set-ups. The meta-analysis revealed that plants benefited from the presence of birds. A significant reduction was observed in the level of leaf damage and plant mortality. The presence of birds also positively affected the amount of plant biomass, whereas effects on plant growth were negligible. There were no differences in the effects between agricultural and natural environments. Similarly, plants performed better in all climatic areas (tropical, temperate and boreal) when birds were present. Moreover, both mature plants and saplings gained benefits from the presence of birds. Our results show that birds cause top-down trophic cascades and thus they play an integral role in ecosystems.  2010 Springer-Verlag."," RAYYAN-INCLUSION: {""Alfredo""=>true}","Gurevitch49"
"Moon20042709","The influence of a salinity and nutrient gradient on coastal vs. upland tritrophic complexes",2004,1,1,"Ecology","0012-9658",85,NA,"2709-2716","Moon, D.C. and Stiling, P.","10.1890/03-4099","",NA,NA,"We examined the relative strengths of top-down and bottom-up effects acting on insect herbivores feeding on five species of plants growing in coastal or upland regions of a Florida salt marsh. Three of the plant species, Borrichia frutescens, Coccoloba uvifera, and Baccharis halimifolia, grew close to the shore, while the two remaining species, Myrica cerifera and Persea borbonia, grew in upland areas with lower salinity and no tidal input. For each species, we added nitrogen fertilizer and reduced parasitism with sticky traps in a fully factorial design, and assessed the relative impacts of these bottom-up and top-down manipulations on the most common herbivores of each plant. We then used a within-study meta-analysis to integrate the results and quantitatively compare the strengths of top-down and bottom-up effects on the herbivores of these coastal and upland plants. Both fertilization and reduction of parasitism resulted in significant increases in herbivore densities, and the effects of these treatments were only slightly more pronounced for herbivores of the upland plant species than the coastal plant species. The greatest difference, however, between coastal and upland systems was in the strength of the interaction between nutrients and parasitism. Fertilization strongly increased the effects of parasitism for herbivores of upland plants, but not coastal plants. Correlations between effect sizes and ambient salinity and foliar nitrogen levels showed that environmental stress levels may be principally responsible for the strength of interaction between bottom-up and top-down forces, but nutrient levels likely play a lesser role."," RAYYAN-INCLUSION: {""Alfredo""=>true}","Gurevitch50"
"Morris20071021","Direct and interactive effects of enemies and mutualists on plant performance: A meta-analysis",2007,1,1,"Ecology","0012-9658",88,NA,"1021-1029","Morris, W.F. and Hufbauer, R.A. and Agrawal, A.A. and Bever, J.D. and Borowicz, V.A. and Gilbert, G.S. and Maron, J.L. and Mitchell, C.E. and Parker, I.M. and Power, A.G. and Torchin, M.E. and Vaquez, D.P.","10.1890/06-0442","",NA,NA,"Plants engage in multiple, simultaneous interactions with other species; some (enemies) reduce and others (mutualists) enhance plant performance. Moreover, effects of different species may not be independent of one another; for example, enemies may compete, reducing their negative impact on a plant. The magnitudes of positive and negative effects, as well as the frequency of interactive effects and whether they tend to enhance or depress plant performance, have never been comprehensively assessed across the many published studies on plant-enemy and plant-mutualist interactions. We performed a meta-analysis of experiments in which two enemies, two mutualists, or an enemy and a mutualist were manipulated factorially. Specifically, we performed a factorial meta-analysis using the log response ratio. We found that the magnitude of (negative) enemy effects was greater than that of (positive) mutualist effects in isolation, but in the presence of other species, the two effects were of comparable magnitude. Hence studies evaluating single-species effects of mutualists may underestimate the true effects found in natural settings, where multiple interactions are the norm and indirect effects are possible. Enemies did not on average influence the effects on plant performance of other enemies, nor did mutualists influence the effects of mutualists. However, these averages mask significant and large, but positive or negative, interactions in individual studies. In contrast, mutualists ameliorated the negative effects of enemies in a manner that benefited plants; this overall effect was driven by interactions between pathogens and belowground mutualists (bacteria and mycorrhizal fungi). The high frequency of significant interactive effects suggests a widespread potential for diffuse rather than pairwise coevolutionary interactions between plants and their enemies and mutualists. Pollinators and mycorrhizal fungi enhanced plant performance more than did bacterial mutualists. In the greenhouse (but not the field), pathogens reduced plant performance more than did herbivores, pathogens were more damaging to herbaceous than to woody plants, and herbivores were more damaging to crop than to non-crop plants (suggesting evolutionary change in plants or herbivores following crop domestication). We discuss how observed differences in effect size might be confounded with methodological differences among studies.  2007 by the Ecological Society of America."," RAYYAN-INCLUSION: {""Alfredo""=>true}","Gurevitch51"
"O.Brien20175","What are the roadblocks to using population models in ecotoxicology studies?",2017,1,1,"Marine Pollution Bulletin","0025-326X",124,NA,"05-Aug","O'Brien, A.L.","10.1016/j.marpolbul.2017.08.038","",NA,NA,"Understanding how pollution affects populations is critical for targeted environmental risk assessments and adequate protection of the environment. However, the vast majority of ecotoxicology studies still have a traditional focus of identifying effects on individual organisms and do not measure the effects at the population-level. Modelling tools that measure population effects of pollution are available and would add value to current ecotoxicology studies by aligning outcomes more closely to what needs to be protected. In this paper I outline three possible reasons why this knowledge gap still exists and consider how they could be adopted more broadly, including better considerations about what endpoints should be measured at the initial study design phase. The purpose of highlighting this knowledge gap is to assist in facilitating the integration of population-level endpoints into routine pollution monitoring programs and progress of ecologically relevant ecotoxicology research.  2017 Elsevier Ltd"," RAYYAN-INCLUSION: {""Alfredo""=>true}","Gurevitch52"
"Palacio.Lpez20111393","Invasive plants do not display greater phenotypic plasticity than their native or non-invasive counterparts: A meta-analysis",2011,1,1,"Oikos","0030-1299",120,NA,"1393-1401","Palacio-Lpez, K. and Gianoli, E.","10.1111/j.1600-0706.2010.19114.x","",NA,NA,"Phenotypic plasticity is commonly considered as a trait associated with invasiveness in alien plants because it may enhance the ability of plants to occupy a wide range of environments. Although the evidence of greater phenotypic plasticity in invasive plants is considerable, it is not yet conclusive. We used a meta-analysis approach to evaluate whether invasive plant species show greater phenotypic plasticity than their native or non-invasive counterparts. The outcome of such interspecific comparisons may be biased when phylogenetic relatedness is not taken into account. Consequently, species pairs belonged to the same genus, tribe or family. The meta-analysis included 93 records from 35 studies reporting plastic responses to light, nutrients, water, CO2, herbivory and support availability. Contrary to what is often assumed, overall, phenotypic plasticity was similar between invasive plants and native or non-invasive closely related species. The same result was found when separate analyses were conducted for trait plasticity to nutrients, light and water availability. Thus, invasive plant species and their native or non-invasive counterparts are equally capable of displaying functional responses to environmental heterogeneity. The colonization of a wide range of environments by invasive plants could be due to their capacity to undergo adaptive ecotypic differentiation rather than to their ability to display plastic responses. Alternatively, phenotypic plasticity might play a role in plant invasion, but only during the initial phases, when tolerance of the novel environment is essential for plant survival. Afterwards, once alien plants are identified as invaders, the magnitude of phenotypic plasticity might be reduced after selection of the optimum phenotypes in each habitat. The identification of plant traits that consistently predict invasiveness might be a futile task because different traits favor invasiveness in different environments. Approaches at the local scale, focusing on the ecology of specific invasive plants, could be more fruitful than global macro-analyses.  2011 The Authors. Oikos  2011 Nordic Society Oikos."," RAYYAN-INCLUSION: {""Alfredo""=>true}","Gurevitch53"
"Piggott20151538","Reconceptualizing synergism and antagonism among multiple stressors",2015,1,1,"Ecology and Evolution","",5,NA,"1538-1547","Piggott, J.J. and Townsend, C.R. and Matthaei, C.D.","10.1002/ece3.1465","",NA,NA,"The potential for complex synergistic or antagonistic interactions between multiple stressors presents one of the largest uncertainties when predicting ecological change but, despite common use of the terms in the scientific literature, a consensus on their operational definition is still lacking. The identification of synergism or antagonism is generally straightforward when stressors operate in the same direction, but if individual stressor effects oppose each other, the definition of synergism is paradoxical because what is synergistic to one stressor's effect direction is antagonistic to the others. In their highly cited meta-analysis, Crain et al. (Ecology Letters, 11, 2008: 1304) assumed in situations with opposing individual effects that synergy only occurs when the cumulative effect is more negative than the additive sum of the opposing individual effects. We argue against this and propose a new systematic classification based on an additive effects model that combines the magnitude and response direction of the cumulative effect and the interaction effect. A new class of ""mitigating synergism"" is identified, where cumulative effects are reversed and enhanced. We applied our directional classification to the dataset compiled by Crain et al. (Ecology Letters, 11, 2008: 1304) to determine the prevalence of synergistic, antagonistic, and additive interactions. Compared to their original analysis, we report differences in the representation of interaction classes by interaction type and we document examples of mitigating synergism, highlighting the importance of incorporating individual stressor effect directions in the determination of synergisms and antagonisms. This is particularly pertinent given a general bias in ecology toward investigating and reporting adverse multiple stressor effects (double negative). We emphasize the need for reconsideration by the ecological community of the interpretation of synergism and antagonism in situations where individual stressor effects oppose each other or where cumulative effects are reversed and enhanced. The potential for complex synergistic or antagonistic interactions among multiple stressors presents one of the largest uncertainties when predicting ecological change but, despite common use of the terms in the scientific literature, a consensus on their operational definition is still lacking. We propose a new systematic classification and emphasize the need for reconsideration by the ecological community of the interpretation of synergism and antagonism in situations where individual stressor effects oppose each other or where cumulative effects are reversed and enhanced.  2015 The Authors. Ecology and Evolution published by John Wiley & Sons Ltd."," RAYYAN-INCLUSION: {""Alfredo""=>true}","Gurevitch54"
"Przeslawski20152122","A review and meta-analysis of the effects of multiple abiotic stressors on marine embryos and larvae",2015,1,1,"Global Change Biology","1354-1013",21,NA,"2122-2140","Przeslawski, R. and Byrne, M. and Mellin, C.","10.1111/gcb.12833","",NA,NA,"Marine organisms are simultaneously exposed to anthropogenic stressors with likely interactive effects, including synergisms in which the combined effects of multiple stressors are greater than the sum of individual effects. Early life stages of marine organisms are potentially vulnerable to the stressors associated with global change, but identifying general patterns across studies, species and response variables is challenging. This review represents the first meta-analysis of multistressor studies to target early marine life stages (embryo to larvae), particularly between temperature, salinity and pH as these are the best studied. Knowledge gaps in research on multiple abiotic stressors and early life stages are also identified. The meta-analysis yielded several key results: (1) Synergistic interactions (65% of individual tests) are more common than additive (17%) or antagonistic (17%) interactions. (2) Larvae are generally more vulnerable than embryos to thermal and pH stress. (3) Survival is more likely than sublethal responses to be affected by thermal, salinity and pH stress. (4) Interaction types vary among stressors, ontogenetic stages and biological responses, but they are more consistent among phyla. (5) Ocean acidification is a greater stressor for calcifying than noncalcifying larvae. Despite being more ecologically realistic than single-factor studies, multifactorial studies may still oversimplify complex systems, and so meta-analyses of the data from them must be cautiously interpreted with regard to extrapolation to field conditions. Nonetheless, our results identify taxa with early life stages that may be particularly vulnerable (e.g. molluscs, echinoderms) or robust (e.g. arthropods, cnidarians) to abiotic stress. We provide a list of recommendations for future multiple stressor studies, particularly those focussed on early marine life stages.  2014 Commonwealth of Australia. Global change Biology  2014 John Wiley & Sons Ltd."," RAYYAN-INCLUSION: {""Alfredo""=>true}","Gurevitch55"
"Rustad2001543","A meta-analysis of the response of soil respiration, net nitrogen mineralization, and aboveground plant growth to experimental ecosystem warming",2001,1,1,"Oecologia","0029-8549",126,NA,"543-562","Rustad, L.E. and Campbell, J.L. and Marion, G.M. and Norby, R.J. and Mitchell, M.J. and Hartley, A.E. and Cornelissen, J.H.C. and Gurevitch, J. and Alward, R. and Beier, C. and Burke, I. and Canadell, J. and Callaghan, T. and Christensen, T.R. and Fahnestock, J. and , Fern and ez, I. and Harte, J. and Hollister, R. and John, H. and Ineson, P. and Johnson, M.G. and Jonasson, S. and John, L. and Linder, S. and Lukewille, A. and Masters, G. and Melillo, J. and Mickelsen, A. and Neill, C. and Olszyk, D.M. and Press, M. and Pregitzer, K. and Robinson, C. and Rygiewiez, P.T. and Sala, O. and Schmidt, I.K. and Shaver, G. and Thompson, K. and Tingey, D.T. and Verburg, P. and Wall, D. and Welker, J. and Wright, R.","10.1007/s004420000544","",NA,NA,"Climate change due to greenhouse gas emissions is predicted to raise the mean global temperature by 1.0-3.5C in the next 50-100 years. The direct and indirect effects of this potential increase in temperature on terrestrial ecosystems and ecosystem processes are likely to be complex and highly varied in time and space. The Global Change and Terrestrial Ecosystems core project of the International Geosphere-Biosphere Programme has recently launched a Network of Ecosystem Warming Studies, the goals of which are to integrate and foster research on ecosystem-level effects of rising temperature. In this paper, we use meta-analysis to synthesize data on the response of soil respiration, net N mineralization, and aboveground plant productivity to experimental ecosystem warming at 32 research sites representing four broadly defined biomes, including high (latitude or altitude) tundra, low tundra, grassland, and forest. Warming methods included electrical heat-resistance ground cables, greenhouses, vented and unvented field chambers, overhead infrared lamps, and passive night-time warming. Although results from individual sites showed considerable variation in response to warming, results from the meta-analysis showed that, across all sites and years, 2-9 years of experimental warming in the range 0.3-6.0C significantly increased soil respiration rates by 20% (with a 95% confidence interval of 18-22%), net N mineralization rates by 46% (with a 95% confidence interval of 30-64%), and plant productivity by 19% (with a 95% confidence interval of 15-23%). The response of soil respiration to warming was generally larger in forested ecosystems compared to low tundra and grassland ecosystems, and the response of plant productivity was generally larger in low tundra ecosystems than in forest and grassland ecosystems. With the exception of aboveground plant productivity, which showed a greater positive response to warming in colder ecosystems, the magnitude of the response of these three processes to experimental warming was not generally significantly related to the geographic, climatic, or environmental variables evaluated in this analysis. This underscores the need to understand the relative importance of specific factors (such as temperature, moisture, site quality, vegetation type, successional status, land-use history, etc.) at different spatial and temporal scales, and suggests that we should be cautious in ""scaling up"" responses from the plot and site level to the landscape and biome level. Overall, ecosystem-warming experiments are shown to provide valuable insights on the response of terrestrial ecosystems to elevated temperature."," RAYYAN-INCLUSION: {""Alfredo""=>true}","Gurevitch56"
"Salo20071237","Alien predators are more dangerous than native predators to prey populations",2007,1,1,"Proceedings of the Royal Society B: Biological Sciences","",274,NA,"1237-1243","Salo, P. and Korpimki, E. and Banks, P.B. and Nordstrm, M. and Dickman, C.R.","10.1098/rspb.2006.0444","",NA,NA,"Alien predators are widely considered to be more harmful to prey populations than native predators. To evaluate this expectation, we conducted a meta-analysis of the responses of vertebrate prey in 45 replicated and 35 unreplicated field experiments in which the population densities of mammalian and avian predators had been manipulated. Our results showed that predator origin (native versus alien) had a highly significant effect on prey responses, with alien predators having an impact double that of native predators. Also the interaction between location (mainland versus island) and predator origin was significant, revealing the strongest effects with alien predators in mainland areas. Although both these results were mainly influenced by the huge impact of alien predators on the Australian mainland compared with their impact elsewhere, the results demonstrate that introduced predators can impose more intense suppression on remnant populations of native species and hold them further from their predator-free densities than do native predators preying upon coexisting prey.  2007 The Royal Society."," RAYYAN-INCLUSION: {""Alfredo""=>true}","Gurevitch57"
"Salo2010531","Predator manipulation experiments: Impacts on populations of terrestrial vertebrate prey",2010,1,1,"Ecological Monographs","0012-9615",80,NA,"531-546","Salo, P. and Banks, P.B. and Dickman, C.R. and Korpimki, E.","10.1890/09-1260.1","",NA,NA,"Quantifying the relative impacts of top-down vs. bottom-up control of ecosystems remains a controversial issue, with debate often focusing on the perennial question of how predators affect prey densities. To assess predator impacts, we performed a worldwide meta-analysis of field experiments in which the densities of terrestrial vertebrate predators were manipulated and the responses of their terrestrial vertebrate prey were measured. Our results show that predation indeed limits prey populations, as prey densities change substantially after predator manipulations. The main determinant of the result of an experiment was the efficiency of predator manipulation. Positive impacts of predator manipulation appeared to increase with duration of the experiment for non-cyclic prey, while the opposite was true for cyclic prey. In addition, predator manipulation showed a large positive impact on cyclic prey at low prey densities, but had no obvious impact at peak prey densities. As prey population densities generally respond predictably to predator manipulations, we suggest that control of introduced vertebrate predators can be used to effectively conserve and manage native wildlife. However, care should be taken when controlling native predators, especially apex species, owing to their importance as strong interactors and the biodiversity value of their habitats. We discuss gaps in our knowledge of predator-prey relationships and methodological issues related to manipulation experiments. An important guideline for future studies is that adequate monitoring of predator numbers before and during the experiment is the only way to ensure that observed responses in prey populations are actually caused by changes in predation impacts.  2010 by the Ecological Society of America."," RAYYAN-INCLUSION: {""Alfredo""=>true}","Gurevitch58"
