key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes
Jacquet2012857,Defoliation by processionary moth significantly reduces tree growth: A quantitative review,2012,1,1,Annals of Forest Science,1286-4560,69,,857-866,"Jacquet, J.-S. and Orazio, C. and Jactel, H.",10.1007/s13595-012-0209-0,,,,"Context Forests are important carbon sinks, but increasing temperatures may favour increases in insect populations, resulting in greater damage to trees. This, in turn, would lead to lower levels of carbon sequestration, intensifying global warming. & Aim It is therefore important to predict the impact of insect defoliation on tree growth accurately. The main insect defoliators of conifers in Southern Europe and North Africa are pine and cedar processionary moths (Lepidoptera, Thaumetopoeidae). & Method We conducted a meta-analysis based on 45 study cases, to estimate the effect of processionary moth defoliation on tree growth. & Result Overall, processionary moth defoliation had a significant impact on tree growth, regardless of the tree and moth species considered. Mean relative tree growth loss increased with the rate of defoliation levelling out at ca. 50 %; it was significantly larger for young than for old trees. & Conclusion These results suggest that estimates of processionary moth defoliation could easily be incorporated into tree growth models, to predict the effect of processionary moth outbreaks on carbon sequestration in Mediterranean forests.  INRA / Springer-Verlag France 2012."," RAYYAN-INCLUSION: {""Alfredo""=>true}"
Junker2008295,Floral scents repel potentially nectar-thieving ants,2008,1,1,Evolutionary Ecology Research,,10,,295-308,"Junker, R.R. and Blthgen, N.",NA,,,,"Hypothesis: Repellent floral volatiles are responsible for ants' conspicuous absence from flowers. Organisms: A broad spectrum of flowers (32 species for volatiles, 72 for nectar tests) was screened for their effect on different ant species. Methods: The ants' responses to floral scent bouquets and to individual floral volatiles were tested in a modified Pettersson four-arm olfactometer. Flower nectar was extracted with micro-capillaries and offered to ants to observe whether they accepted or rejected the nectar. Results: While ants readily consumed almost all nectar offered to them, they were significantly repelled by a high proportion of floral scent bouquets. Repellent effects were confirmed for individual terpenoids commonly found in floral scents. Repellent floral scents provided an unequivocal explanation for the distribution of Formica rufibarbis ants among nectar-bearing flowers in situ. Conclusions: This is the first clear demonstration that ant repellence from flowers is triggered by naturally emitted floral volatiles. This suggests that floral scents may function as allomones against enemies and not solely as synomones to attract mutualists.  2008 Nico Blthgen."," RAYYAN-INCLUSION: {""Alfredo""=>false} | RAYYAN-EXCLUSION-REASONS: not meta-analysis"
Junker2010777,"Floral scents repel facultative flower visitors, but attract obligate ones",2010,1,1,Annals of Botany,0305-7364,105,,777-782,"Junker, R.R. and Blthgen, N.",10.1093/aob/mcq045,,,,"Background and AimsBiological mutualisms rely on communication between partners, but also require protective measures against exploitation. Animal-pollinated flowers need to attract pollinators but also to avoid conflicts with antagonistic consumers. The view of flower visitors as mutualistic and antagonistic agents considers primarily the plants' interest. A classification emphasizing the consumer's point of view, however, may be more useful when considering animal's adaptations to flower visits which may include a tolerance against defensive floral scent compounds. MethodsIn a meta-analysis covering 18 studies on the responses of animals to floral scents, the animals were assigned to the categories of obligate and facultative flower visitors which considers their dependency on floral resources. Their responses on floral scents were compared. Key ResultsOn average, obligate flower visitors, often corresponding to pollinators, were attracted to floral scent compounds. In contrast, facultative and mainly antagonistic visitors were strongly repelled by floral scents. The findings confirm that floral scents have a dual function both as attractive and defensive cues. ConclusionsWhether an animal depends on floral resources determines its response to these signals, suggesting that obligate flower visitors evolved a tolerance against primarily defensive compounds. Therefore, floral scent bouquets in conjunction with nutritious rewards may solve the conflicting tasks of attracting mutualists while repelling antagonists.  The Author 2010. Published by Oxford University Press on behalf of the Annals of Botany Company. All rights reserved. For Permissions, please email: journals.permissionsoxfordjournals.org."," RAYYAN-INCLUSION: {""Alfredo""=>true}"
Kir20131298,Root and shoot competition: A meta-analysis,2013,1,1,Journal of Ecology,,101,,1298-1312,"Kir, L.P. and Weisbach, A.N. and Weiner, J.",10.1111/1365-2745.12129,,,,"Summary: We review the effects of root and shoot competition on plant biomass by meta-analysis of 38 published studies, each reporting on the factorial effects of root-competition and shoot-competition on herbaceous plants. There were significant differences in the overall effects of root, shoot and full competition. Root competition generally resulted in larger biomass reduction than shoot competition, particularly among the smaller of the two competitors. An interaction between root and shoot competition was observed in some experiments but was generally not significant. While root competition was generally stronger than shoot competition at lower nutrient levels, there was no overall difference at higher nutrient levels due to much lower levels of root competition. In contrast, the overall effect of full competition increased considerably with nutrient level. Root competition was generally more important when the neighbour was a grass as compared with a herb or a legume, and when domesticated plants competed with wild neighbours, suggesting that wild genotypes are stronger competitors for below-ground resources than are crop plants. Effects of competition were generally stronger in experiments with additive designs than in those with substitutive designs. Also, experiments using single target individuals showed stronger effects of competition, root competition in particular, than did experiments using groups targets. Synthesis. Despite large variation among experiments, some general patterns were supported: effects of root competition are generally stronger than shoot competition, particularly (i) for smaller competitors, (ii) at low fertility levels, (iii) when the competitor is a grass rather than an herb, (iv) when the competitor is a wild rather than a domesticated species, and (v) in additive design experiments. The effects of root and shoot competition appear to be additive under many conditions. Whereas root competition may often be the primary limitation on mean plant performance, shoot competition will influence the variation around this mean and may determine which individuals or species dominate.  2013 British Ecological Society."," RAYYAN-INCLUSION: {""Alfredo""=>true}"
Kondoh201521,Interaction-type diversity hypothesis and interaction strength: the condition for the positive complexity-stability effect to arise,2015,1,1,Population Ecology,1438-3896,57,,21-27,"Kondoh, M. and Mougi, A.",10.1007/s10144-014-0475-9,,,,"Recently, a theoretical hypothesis was proposed that the coexistence of antagonism and mutualism may stabilize ecological community and even give rise to a positive complexity-stability relationship (interaction-type diversity hypothesis). This hypothesis was derived from an analysis of community model, which was developed based on two specific assumptions about the interaction strengths: those are, (i) different interaction types, antagonism and mutualism, have quantitatively comparable magnitude of effects to population growth; and (ii) interaction strength decreases with increasing interaction links of the same interaction type. However, those assumptions do not necessarily hold in real ecosystems, leaving unclear how robust this hypothesis is. Here, using a model with those two assumptions relaxed, we show (i) that the balance of interaction strength is necessary for the positive complexity effect to arise and (ii) that interaction-type diversity hypothesis may still hold when interaction strength decreases with increasing links of all interaction type for some species.  2015, The Society of Population Ecology and Springer Japan."," RAYYAN-INCLUSION: {""Alfredo""=>false} | RAYYAN-LABELS: theoretical | RAYYAN-EXCLUSION-REASONS: not meta-analysis"
Kulmatiski2008980,Plant-soil feedbacks: A meta-analytical review,2008,1,1,Ecology Letters,"1461-023X, 1461-023X",11,,980-992,"Kulmatiski, A. and Beard, K.H. and Stevens, J.R. and Cobbold, S.M.",10.1111/j.1461-0248.2008.01209.x,,,,"Plants can change soil biology, chemistry and structure in ways that alter subsequent plant growth. This process, referred to as plant-soil feedback (PSF), has been suggested to provide mechanisms for plant diversity, succession and invasion. Here we use three meta-analytical models: a mixed model and two Bayes models, one correcting for sampling dependence and one correcting for sampling and hierarchical dependence (delta-splitting model) to test these hypotheses. All three models showed that PSFs have medium to large negative effects on plant growth, and especially grass growth, the life form for which we had the most data. This supports the hypothesis that PSFs, through negative frequency dependence, maintain plant diversity, especially in grasslands. PSFs were also large and negative for annuals and natives, but the delta-splitting model indicated that more studies are needed for these results to be conclusive. Our results support the hypotheses that PSFs encourage successional replacements and plant invasions. Most studies were performed using monocultures of grassland species in greenhouse conditions. Future research should examine PSFs in plant communities, non-grassland systems and field conditions.  2008 Blackwell Publishing Ltd/CNRS."," RAYYAN-INCLUSION: {""Alfredo""=>true}"
Larimer2010139,The interactive effects of plant microbial symbionts: A review and meta-analysis,2010,1,1,Symbiosis,03345114 (ISSN),51,,139-148,"Larimer, A.L. and Bever, J.D. and Clay, K.",10.1007/s13199-010-0083-1,,,,"In nature, plants often associate with multiple symbionts concurrently, yet the effects of tripartite symbioses are not well understood. We expected synergistic growth responses from plants associating with functionally distinct symbionts. In contrast, symbionts providing similar benefits to a host may reduce host plant growth. We reviewed studies investigating the effect of multiple interactions on host plant performance. Additionally, we conducted a meta-analysis on the studies that performed controlled manipulations of the presence of two microbial symbionts. Using response ratios, we investigated the effects on plants of pairs of symbionts (mycorrhizal fungi, fungal endophytes, and nitrogen-fixers). The results did not support the view that arbuscular mycorrhizal (AM) fungi and rhizobia should interact synergistically. In contrast, we found the joint effects of fungal endophytes and arbuscular mycorrhizal fungi to be greater than expected given their independent effects. This increase in plant performance only held for antagonistic endophytes, whose negative effects were alleviated when in association with AM fungi, while the impact of beneficial endophytes was not altered by infection with AM fungi. Generalizations from the meta-analysis were limited by the substantial variation within types of interactions and the data available, highlighting the need for more research on a range of plant systems.  2010 Springer Science+Business Media B.V."," RAYYAN-INCLUSION: {""Alfredo""=>true}"
Lau201280,Direct and interactive effects of light and nutrients on the legume-rhizobia mutualism,2012,1,1,Acta Oecologica,,39,,80-86,"Lau, J.A. and Bowling, E.J. and Gentry, L.E. and Glasser, P.A. and Monarch, E.A. and Olesen, W.M. and Waxmonsky, J. and Young, R.T.",10.1016/j.actao.2012.01.004,,,,"The relative abundance of traded resources can alter the outcomes of symbioses, potentially shifting mutually-beneficial interactions into interactions that are detrimental to one or both partners. We manipulated the legume-rhizobia symbiosis and light and nutrient levels to investigate how the net growth benefits to both partners shift across environments differing in the availability of both traded resources. In low nutrient, high light environments, rhizobia increased mean plant biomass by 62%. In contrast, when plants were light-limited, rhizobia did not increase above-ground biomass and reduced mean below-ground biomass by 46%. Similarly, rhizobia only increased plant biomass under low nutrient conditions. Resource availability also affected nodule traits correlated with rhizobia fitness, with light-limited plants producing fewer and smaller nodules. Our results suggest that the growth benefits to both partners in the legume-rhizobia symbiosis depend on the availability of both traded resources. We also detected evidence, however, that plants may reduce investment in symbionts as the net benefits of association decrease, potentially limiting how far this interaction shifts toward parasitism in low-light, high nutrient environments.  2012 Elsevier Masson SAS."," RAYYAN-INCLUSION: {""Alfredo""=>false} | RAYYAN-EXCLUSION-REASONS: not meta-analysis"
Lecomte201745,"Combined effects of deer, mice and insect seed predation on the reproductive success of a Mediterranean shrub",2017,1,1,Basic and Applied Ecology,1439-1791,21,,45-54,"Lecomte, X. and Caldeira, M.C. and Bugalho, M.N. and Fedriani, J.M.",10.1016/j.baae.2017.03.005,,,,"The sum of fruit and seed predation by multiple species may strongly affect plant reproduction and population dynamics. We evaluated the combined effects of ungulates, seed-eating rodents and insect pre-dispersal seed predators on the reproductive success of the Mediterranean gum cistus shrub (Cistus ladanifer), over two consecutive years within a long-term ungulate-exclusion experiment. We compared fruiting success in shrubs exposed and protected from ungulates by examining fruit abortion and fruit production. We also investigated the effect of insect predation on seed production (i.e. proportion of depredated fruit and seed loss) and measured fruit weight, seed number per fruit, and seed weight of unpredated fruits. Ungulate browsing directly removed 42.3% of the plant reproductive structures, early in the reproductive season and insect predation reduced mature seeds by over 40%. Results also emphasize the additive effects of ungulate browsing on pre-dispersal insect predation and fruit abortion which increased by 74.7% and 60.9%, respectively. Rodents, which only occurred in ungulate-excluded plots, had a limited and later effect on seed production with 6% of mature fruit loss. Fruit weight, seed weight and number were higher in shrubs protected from ungulates. Our study indicated that seed predation by mice was irrelevant, but ungulate and invertebrate seed predation interacted to strongly limit the reproductive success of C ladanifer, potentially affecting plant population dynamics in the long-term.  2017 Gesellschaft fr kologie"," RAYYAN-INCLUSION: {""Alfredo""=>false} | RAYYAN-EXCLUSION-REASONS: not meta-analysis"
Lee2011452,Consumer Effects on the Vital Rates of Their Resource Can Determine the Outcome of Competition between Consumers,2011,1,1,American Naturalist,1537-5323,178,,452-463,"Lee, C.T. and Miller, T.E.X. and Inouye, B.D.",10.1086/661986,,,,"Current competition theory does not adequately address the fact that competitors may affect the survival, growth, and reproductive rates of their resources. Ecologically important interactions in which consumers affect resource vital rates range from parasitism and herbivory to mutualism. We present a general model of competition that explicitly includes consumer-dependent resource vital rates. We build on the classic MacArthur model of competition for multiple resources, allowing direct comparison with expectations from established concepts of resource-use overlap. Consumers share a stagestructured resource population but may use the different stages to different extents, as they do the different independent resources in the classic model. Here, however, the stages are dynamically linked via consumer-dependent vital rates. We show that consumers' effects on resource vital rates result in two important departures from classic results. First, consumers can coexist despite identical use of resource stages, provided each competitor shifts the resource stage distribution toward stages that benefit other species. Second, consumers specializing on different resource stages can compete strongly, possibly resulting in competitive exclusion despite a lack of resource stage-use overlap. Our model framework demonstrates the critical role that consumerdependent resource vital rates can play in competitive dynamics in a wide range of biological systems.  2011 by The University of Chicago."," RAYYAN-INCLUSION: {""Alfredo""=>false} | RAYYAN-LABELS: theoretical | RAYYAN-EXCLUSION-REASONS: not meta-analysis"
Lehndal20161159,Herbivory strongly influences among-population variation in reproductive output of Lythrum salicaria in its native range,2016,1,1,Oecologia,0029-8549,180,,1159-1171,"Lehndal, L. and Hambck, P.A. and Ericson, L. and gren, J.",10.1007/s00442-015-3520-2,,,,"Herbivory can negatively affect several components of plant reproduction. Yet, because of a lack of experimental studies involving multiple populations, the extent to which differences in herbivory contribute to among-population variation in plant reproductive success is poorly known. We experimentally determined the effects of insect herbivory on reproductive output in nine natural populations of the perennial herb Lythrum salicaria along a disturbance gradient in an archipelago in northern Sweden, and we quantified among-population differentiation in resistance to herbivory in a common-garden experiment in the same area. The intensity of leaf herbivory varied >500-fold and mean female reproductive success >400-fold among the study populations. The intensity of herbivory was lowest in populations subject to strong disturbance from ice and wave action. Experimental removal of insect herbivores showed that the effect of herbivory on female reproductive success was correlated with the intensity of herbivory and that differences in insect herbivory could explain much of the among-population variation in the proportion of plants flowering and seed production. Population differentiation in resistance to herbivory was limited. The results demonstrate that the intensity of herbivory is a major determinant of flowering and seed output in L. salicaria, but that differences in herbivory are not associated with differences in plant resistance at the spatial scale examined. They further suggest that the physical disturbance regime may strongly influence the performance and abundance of perennial herbs and patterns of selection not only because of its effect on interspecific competition, but also because of effects on interactions with specialized herbivores.  2015, Springer-Verlag Berlin Heidelberg."," RAYYAN-INCLUSION: {""Alfredo""=>false} | RAYYAN-EXCLUSION-REASONS: not meta-analysis"
Leski20082136,The ectomycorrhizal status of European larch (Larix decidua Mill.) seedlings from bare-root forest nurseries,2008,1,1,Forest Ecology and Management,0378-1127 DO  - http://dx.doi.org/10.1016/j.foreco.2004.01.035,256,,2136-2144,"Leski, T. and Rudawska, M. and Auina, A.",10.1016/j.foreco.2008.08.004,,,,"In this paper, we report molecular investigation of an ectomycorrhizal fungi (EMF) community of European larch (Larix decidua Mill.) seedlings grown in a bare-root nursery. In total, we surveyed 32 nurseries that were each active in supplying planting stocks to restock forests and for afforestation of post-agricultural land. Sequence-based approach was used to identify EMF taxa, quantify EMF richness, and document differences in the relative abundance of individual taxa. We identified seven fungal species that might contribute to the mycorrhizal community structure of 1 to 3-year-old L. decidua seedlings. The species richness in the examined larches varied between one and four fungal taxa, depending on both the nursery stock samples (NSS) and age class of the seedlings. The average was 1.4 for 1-year-old seedlings and 2.3 for 2- and 3-year-old plants. The dominance of Ascomycota over Basidiomycota and the prevalence of two species, Wilcoxina mikolae and Suillus grevillei, as EMF partners were characteristic features of nursery-grown L. decidua seedlings. S. grevillei was the only one basidiomycetes colonized roots of tested seedlings. The rest of the mycorrhizal pool from forest nurseries was typically dominated by pioneer fungal ascomycetes. W. mikolae was the most common mycorrhizal ascomycete present at a high frequency on NSS from both age classes and with very high abundance (average 90%) on 1-year-old seedlings. Some other ascomycetes (Pezizales 1, Pezizales 2 and Pezizales 3) appeared on tested larches at a low frequency, but sometimes in high abundance. Tuber spp. appeared at a low frequency and low abundance. The relative abundance of S. grevillei was positively correlated with the age of seedlings, while W. mikolae was negatively correlated with age. Tuber sp. 1 and 2, Pezizales 2, and W. mikolae were positively associated with the basic soil pH values. However, forward selection of the environmental variables showed that only the age of the larch seedlings contributed significantly (F = 11.45, P = 0.02) to the variance in the ECF community.  2008 Elsevier B.V. All rights reserved."," RAYYAN-INCLUSION: {""Alfredo""=>false} | RAYYAN-EXCLUSION-REASONS: not meta-analysis"
Li20161107,Plant genotypes affect aboveground and belowground herbivore interactions by changing chemical defense,2016,1,1,Oecologia,0029-8549,182,,1107-1115,"Li, X. and Guo, W. and Siemann, E. and Wen, Y. and Huang, W. and Ding, J.",10.1007/s00442-016-3719-x,,,,"Spatially separated aboveground (AG) and belowground (BG) herbivores are closely linked through shared host plants, and both patterns of AG-BG interactions and plant responses may vary among plant genotypes. We subjected invasive (USA) and native (China) genotypes of tallow tree (Triadica sebifera) to herbivory by the AG specialist leaf-rolling weevil Heterapoderopsis bicallosicollis and/or the root-feeding larvae of flea beetle Bikasha collaris. We measured leaf damage and leaves rolled by weevils, quantified beetle survival, and analyzed flavonoid and tannin concentrations in leaves and roots. AG and BG herbivores formed negative feedbacks on both native and invasive genotypes. Leaf damage by weevils and the number of beetle larvae emerging as adults were higher on invasive genotypes. Beetles reduced weevil damage and weevils reduced beetle larval emergence more strongly for invasive genotypes. Invasive genotypes had lower leaf and root tannins than native genotypes. BG beetles decreased leaf tannins of native genotypes but increased root tannins of invasive genotypes. AG herbivory increased root flavonoids of invasive genotypes while BG herbivory decreased leaf flavonoids. Invasive genotypes had lower AG and BG herbivore resistance, and negative AG-BG herbivore feedbacks were much stronger for invasive genotypes. Lower tannin concentrations explained overall better AG and BG herbivore performances on invasive genotypes. However, changes in tannins and flavonoids affected AG and BG herbivores differently. These results suggest that divergent selection on chemical production in invasive plants may be critical in regulating herbivore performances and novel AG and BG herbivore communities in new environments.  2016, Springer-Verlag Berlin Heidelberg."," RAYYAN-INCLUSION: {""Alfredo""=>false} | RAYYAN-EXCLUSION-REASONS: not meta-analysis"
Liao2015826,"Plant diversity, soil biota and resistance to exotic invasion",2015,1,1,Diversity and Distributions,,21,,826-835,"Liao, H. and Luo, W. and Peng, S. and Callaway, R.M.",10.1111/ddi.12319,,,,"Aim: High species richness at small spatial scales can increase productivity and resist exotic invasion through complementary and selection effects. Recent evidence also suggests that soil biota can drive the increase in productivity caused by high species richness. Here, we take this a step farther and investigate whether soil biota can also affect how high species richness resists invasion. Location: Missoula, Montana, USA. Methods: Ten native grassland species were used to create plant assemblages with either one species (monocultures) or 10 species (polycultures) in a common garden. Soils cultured by these assemblages were collected and either sterilized or not to examine the combined effects of species richness and soil biota on the growth and competitive ability of the 10 native species against the invader Bromus tectorum. Results: Live soil from monocultures inhibited the growth of all native species as a group and native grasses as a functional group more than live soil from polycultures. Sterilization eliminated the negative effects of soil from monocultures but not from polycultures. Native species also competed with B.tectorum more successfully in live soil from polycultures than live soil from monocultures, and sterilization eliminated the competitive advantage of natives in live polyculture soil. Main conclusions: We found that local plant species richness can affect soil biota in ways that can increase the competitive effects of natives against an aggressive exotic invader; thus, our results suggest a mechanism by which species diversity might provide resistance to exotic invasion.  2015 John Wiley & Sons Ltd."," RAYYAN-INCLUSION: {""Alfredo""=>false} | RAYYAN-EXCLUSION-REASONS: not meta-analysis"
Lundin2013,When ecosystem services interact: Crop pollination benefits depend on the level of pest control,2013,1,1,Proceedings of the Royal Society B: Biological Sciences,,280,,NA,"Lundin, O. and Smith, H.G. and Rundlf, M. and Bommarco, R.",10.1098/rspb.2012.2243,,,,"Pollination is a key ecosystem service which most often has been studied in isolation although effects of pollination on seed set might depend on, and interact with, other services important for crop production. We tested three competing hypotheses on how insect pollination and pest control might jointly affect seed set: independent, compensatory or synergistic effects. For this, we performed a cage experiment with two levels of insect pollination and simulated pest control in red clover (Trifolium pratense L.) grown for seed. There was a synergistic interaction between the two services: the gain in seed set obtained when simultaneously increasing pollination and pest control outweighed the sum of seed set gains obtained when increasing each service separately. This study shows that interactions can alter the benefits obtained from service-providing organisms, and this needs to be considered to properly manage multiple ecosystem services.  2012 The Author(s) Published by the Royal Society. All rights reserved."," RAYYAN-INCLUSION: {""Alfredo""=>false} | RAYYAN-EXCLUSION-REASONS: not meta-analysis"
Luo20171766,Soil biota suppress positive plant diversity effects on productivity at high but not low soil fertility,2017,1,1,Journal of Ecology,,105,,1766-1774,"Luo, S. and De Deyn, G.B. and Jiang, B. and Yu, S.",10.1111/1365-2745.12773,,,,"Plant community productivity commonly increases with increasing plant diversity, which is explained by complementarity among plant species in resource utilization (complementarity effect), or by selection of particularly productive plant species in diverse plant communities (selection effect). Recent studies have also shown that soil biota can drive the positive plant diversityproductivity relationship by suppressing productivity more in low- than in high-diversity plant communities. However, much remains unknown about whether soil fertility plays a role in determining how soil biota affect plant diversityproductivity relationships. We hypothesized that under high soil fertility conditions, negative soil biota effects dominate, which reduces plant monoculture biomass more than that of high-diversity plant communities. Conversely, under low soil fertility conditions, we hypothesized positive soil biota effects dominate, which facilitates plant resource partitioning and enhances community-level biomass in high-diversity plant communities. Hence, we expected positive plant diversitycommunity productivity relationships under low and high soil fertility conditions but caused by different mechanisms. We tested these hypotheses using woody seedlings and set up plant assemblages with four species richness levels (one, two, four and eight species), and grew them in sterilized and unsterilized (sterilized soil + living soil inoculum) soils at two nutrient levels (low versus high fertility). We found that at high fertility negative soil biota effects dominated and suppressed plant community biomass more in high-diversity plant communities than in monocultures, resulting in reduced complementarity effects of diverse plant communities and a non-significant plant species richnesscommunity biomass relationship in unsterilized soil. Whereas at low fertility soil biota had net neutral to positive effects on plant community biomass but the beneficial effects did not increase with increasing plant species richness. Instead, soil biota neutrally affected the positive plant species richnesscommunity biomass relationship, presumably due to non-specific effects of beneficial soil biota. Synthesis. Soil biota and soil fertility interactively determine plant species richnesscommunity biomass relationships. Moreover, soil biota modulate the complementary resource use among plant species. These findings suggest that environmental context plays an important role in determining whether and how soil biota generate the biodiversityproductivity relationship. Future studies would benefit from revealing the mechanisms underlying the interactive effects of soil biota, soil fertility, and plant diversity on ecosystem functioning.  2017 The Authors. Journal of Ecology  2017 British Ecological Society"," RAYYAN-INCLUSION: {""Alfredo""=>false} | RAYYAN-EXCLUSION-REASONS: not meta-analysis"
Machado2016,Benefits of jasmonate-dependent defenses against vertebrate herbivores in nature,2016,1,1,eLife,2050-084X,5,,NA,"Machado, R.A. and McClure, M. and Herv, M.R. and Baldwin, I.T. and Erb, M.",10.7554/eLife.13720.001,,,,"Endogenous jasmonates are important regulators of plant defenses. If and how they enable plants to maintain their reproductive output when facing community-level herbivory under natural conditions, however, remains unknown. We demonstrate that jasmonate-deficient Nicotiana attenuata plants suffer more damage by arthropod and vertebrate herbivores than jasmonate-producing plants in nature. However, only damage by vertebrate herbivores translates into a significant reduction in flower production. Vertebrate stem peeling has the strongest negative impact on plant flower production. Stems are defended by jasmonate-dependent nicotine, and the native cottontail rabbit Sylvilagus nuttallii avoids jasmonate-producing N. attenuata shoots because of their high levels of nicotine. Thus, endogenous jasmonates enable plants to resist different types of herbivores in nature, and jasmonate-dependent defenses are important for plants to maintain their reproductive potential when facing vertebrate herbivory. Ecological and evolutionary models on plant defense signaling should aim at integrating arthropod and vertebrate herbivory at the community level.  Machado et al."," RAYYAN-INCLUSION: {""Alfredo""=>false} | RAYYAN-EXCLUSION-REASONS: not meta-analysis"
Maltz2015625,Sources of inocula influence mycorrhizal colonization of plants in restoration projects: A meta-analysis,2015,1,1,Restoration Ecology,1061-2971,23,,625-634,"Maltz, M.R. and Treseder, K.K.",10.1111/rec.12231,,,,"Inoculation may influence mycorrhizal colonization and provide benefits to plants in restoration projects. However, it is unclear whether inoculation has consistent effects across ecosystem types, if it has long-term effects on colonization, and whether sources of inocula differ in their effectiveness. To address these issues, we performed a meta-analysis of published restoration studies across a variety of ecosystems to examine the effects of mycorrhizal inoculation on mycorrhizal establishment and plant growth under field conditions. Although we included trials from a variety of geographic locations, disturbance types, and ecosystem types, the majority were based in temperate ecosystems in the Northern Hemisphere, and fewer trials were from tropical ecosystems. Across ecosystem types, we found that inoculation consistently increased the abundance of mycorrhizal fungi in degraded ecosystems, and thus improved the establishment of plants. These benefits did not significantly attenuate over time. Moreover, inocula from different sources varied in their effects on mycorrhizal colonization. Inocula sourced from reference ecosystems and inocula with specific fungal species yielded higher increases in mycorrhizal colonization than did inocula from commercial sources. These results suggest that inocula source matters, and that an initial investment into mycorrhizal inoculation could provide lasting benefits for facilitating the establishment of the below- and aboveground components of restored ecosystems.  2015 Society for Ecological Restoration."," RAYYAN-INCLUSION: {""Alfredo""=>true}"
Mao201173,"Effects of a nematode Meloidogyne incognita and its interaction with above-ground herbivory on an invasive wetland plant, alligator weed (Alternanthera philoxeroides)",2011,1,1,Plant Species Biology,1442-1984,26,,73-83,"Mao, R. and Lu, X. and Ding, J.",10.1111/j.1442-1984.2010.00309.x,,,,"Invasive plants may be attacked both above ground and below ground. Few studies have, however, investigated the simultaneous effects of above-ground and below-ground herbivory. In the present study, we report the effects of beetle herbivory and nematode infection on alligator weed, Alternanthera philoxeroides, an invasive plant in China. We found that the root-knot nematode Meloidogyne incognita widely occurred on the plant in south China. To examine its effect on the plant in conjunction with above-ground herbivory, we conducted a field common garden experiment with a local insect defoliator, Cassida piperata. We also included the native congener Alternanthera sessilis in our experiments for a comparison of the response of invasive and native species. We found no significant effects on plant biomass of the nematode infection in conjunction with the above-ground herbivory. Further chemical analysis, however, showed that the water-soluble carbohydrate content in roots of A. philoxeroides was significantly increased in plants attacked by both the nematode and the herbivore compared with the water-soluble carbohydrate content in plants attacked by only the nematode or herbivore alone. We found no such change in the native congener A. sessilis. Together these results may suggest that A. philoxeroides tolerates joint above-ground and below-ground damage by allocating more resources to below-ground material.  2010 The Authors. Journal compilation  2010 The Society for the Study of Species Biology."," RAYYAN-INCLUSION: {""Alfredo""=>false} | RAYYAN-EXCLUSION-REASONS: not meta-analysis"
Masocha201881,Relationship between native and exotic plant species at multiple savannah sites,2018,1,1,African Journal of Ecology,0141-6707,56,,81-90,"Masocha, M. and Dube, T.",10.1111/aje.12420,,,,"We tested whether the recently proposed two-part measure of degree of invasion (DI) of a community relating exotic proportion of cover to exotic proportion of richness can characterize patterns of plant invasions at multiple savannah sites in Southern Africa. Regression analysis was performed on transformed data to assess how this two-part measure of DI compares to other metrics of community invasibility. The results indicate that at the plot level, the absolute cover of exotics was not significantly related to native cover for three sites out of four assessed (R20.17; P&gt;0.05). Also, at all four sites, no significant relationships were detected between native and exotic plant richness at both the 1-m2 and 400-m2 plot scales. By contrast, significant (P&lt;0.05) positive linear relationships were observed between exotic proportion of richness and exotic proportion of cover at all sites (R2 was as high as 0.67 and 0.97 for two sites). Our results indicate that the new two-part measure of DI is able to characterize patterns of plant invasions across plant communities in African savannahs.  2017 John Wiley & Sons Ltd"," RAYYAN-INCLUSION: {""Alfredo""=>false} | RAYYAN-EXCLUSION-REASONS: not meta-analysis"
