"label","title","author","journal","issn","volume","pages","year","doi","abstract","duplicate_group","n_duplicates"
"Kozlov_2015_BoreEnviRese","Insect herbivory on two willow species in northern Europe is independent of pollution load","Kozlov, M.V.","Boreal Environment Research","12396095","20","423-430","2015",NA,"Pollution has repeatedly been suggested to increase plant susceptibility to insect attack, some diseases and severe climatic conditions. This study explored the effects of industrial pollution on leaf damage by insect herbivores (primarily defoliators) in two willow species, Salix myrsinifolia and S. caprea, growing naturally at different distances from two nickel-copper smelters (Harjavalta, SW Finland and Monchegorsk, NW Russia). The relationships between pollution load and herbivory were variable, from significantly positive to significantly negative. However, this variation was not related to the differences between polluters, willow species or study years; an overall effect of pollution on herbivory, as evaluated by meta-analysis of 12 individual data sets, did not differ from zero. This result hints that an overall increase in insect herbivory with industrial pollution, discovered in meta-analysis of published observational studies, may be an artefact caused by research and publication biases.  2015, Finnish Environment Institute, All Rights Reserved.",156,2
"Kupferschmid_2008_PlanEcol","Ungulate browsing in winter reduces the growth of Fraxinus and Acer saplings in subsequent unbrowsed years","Kupferschmid, A.D. and Bugmann, H.","Plant Ecology","13850237","198","121-134","2008","10.1007/s11258-007-9390-x","Browsing by ungulates has become a hotly debated issue in many European mountain forests in the past century. Acer pseudoplatanus L. and Fraxinus excelsior L. are broadleaved tree species that are preferentially browsed by roe deer (Capreolus capreolus) in central Europe. We analyzed growth data from shaded saplings of both tree species to quantify the extent to which height growth after game browsing is reduced in subsequent, unbrowsed years in forest stands. Sixty saplings of F. excelsior and A. pseudoplatanus from forest stands at Albisriederberg (Switzerland) were available to us that had been dissected into pieces that then were split in the middle for counting tree rings and assessing ungulate damage. We fitted the von Bertalanffy growth equation to these height growth data and included a reduction factor for winter browsing. Both tree species showed significantly reduced height growth in unbrowsed years after one to several browsing events in winter, and this effect increased with the number of browsing events. Saplings with a high growth rate showed a higher growth reduction. After winter browsing, height growth of A. pseudoplatanus saplings was less affected in unbrowsed years than that of F. excelsior saplings. We conclude that browsed saplings of these species in forest stands are not able to compensate browsing-induced height loss, but that height differences between browsed and unbrowsed saplings probably increase over time. A comparison between our analysis and the parameters estimated using equations published by Eiberle for predicting age at 130 cm height suggests that our parameter values are rather conservative estimates of the growth reduction effect after winter browsing. Neither F. excelsior nor A. pseudoplatanus show a distinct pattern in browsing-induced growth reduction with respect to soil moisture, nutrient level, and altitude. We thus conclude that our results are likely to be valid for a wide range of forested sites.  2007 Springer Science+Business Media B.V.",157,2
"Kupferschmid_2013_EuJoofFoRe","Timing, light availability and vigour determine the response of Abies alba saplings to leader shoot browsing","Kupferschmid, A.D. and Bugmann, H.","European Journal of Forest Research","16124669","132","47-60","2013","10.1007/s10342-012-0653-2","Herbivore browsing on tree saplings is a common phenomenon that can cause damage particularly on preferred species. In this study, the combined effects of light availability and timing of browsing on the response of 9-year-old Abies alba saplings were tested experimentally. Leader shoot clipping was applied before budburst, shortly after budburst or in autumn on saplings grown in full light or under artificial shade. Timing of clipping, light availability and tree vigour (expressed as height and tree ring width before clipping) had an effect on the height after clipping. After clipping in autumn or before budburst, fast-growing fir saplings bent up twigs to form new leader shoots and overcompensated height loss; saplings characterised by intermediate growth rates formed new shoots out of regular visible lateral buds; and slow-growing saplings had no new shoot in the first year after clipping, such that the clipping-induced height difference even increased over time. Saplings clipped shortly after budburst elongated the remaining part of the shoot in the first year and developed shoots out of the most distal lateral buds in the second growing season, leading to complete height compensation. Multi-trunking was typical for all clipped trees. We conclude that the microscale conditions under which a tree is growing (i. e. which affect tree vigour) are highly important for determining whether the height reduction imposed by browsing is offset by overcompensation or increases over time relative to unclipped trees. This response can partly be influenced by forest management via enhancing tree vigour via the light regime.  2012 Springer-Verlag.",158,2
"Kupferschmid_2017_UngEvoDivandEco","The compensation capacity of Central European tree species in response to leader shoot browsing","Kupferschmid, A.D.","Ungulates: Evolution, Diversity and Ecology",NA,NA,"1-63","2017",NA,"Naturally regenerated tree seedlings are part of the normal diet of ungulate species such as red deer (Cervus elaphus L.), roe deer (Capreolus capreolus L.) and chamois (Rupicapra rupicapra L.). Thus, ungulate browsing is a common phenomenon on Central European tree species. However, there is considerable uncertainty as to how exactly leader shoot browsing affects plant performance. The response to browsing is complex but typically a tree survives. In this review, six key factors are discussed that mainly determine the response after a browsing event of the leader shoot: (1) different places of reserve storage by deciduous vs. evergreen trees, (2) growth pattern with true vs. pseudoterminal buds (mono- vs. sympodially branching trees) and orthotropic vs. plagiotropic growth forms of shoots (cf. architectural models by RAUH, MASSART or TROLL), (3) the ontogenetic stage of the tree, (4) 'stress status' determined by site conditions such as light, water and nutrient availability, thermal energy, competition by other trees and ground-vegetation, as well as stress exerted by fungi and herbivory, (5) timing of browsing, and (6) intensity and frequency of browsing. Specifically, I propose non-linear relationships between the 'stress status' of a tree seedling/sapling and its height compensation, above-ground biomass compensation, and basal diameter increment after browsing. The tree's 'stress status' and the time of browsing are key determinants whether the height reduction induced by browsing (i) is offset by enhanced height growth, (ii) leads to a constant height difference compared to unbrowsed trees, or (iii) becomes larger over time. Thus, based on the six factors proposed here, a wide range of tree reactions to ungulate browsing can be explained and predicted. Knowing the reaction of trees, the impact of ungulates on tree regeneration and hence on forest succession can be estimated for different forest types.  2017 by Nova Science Publishers, Inc. All rights reserved.",159,1
"Kurokawa_2004_Oeco","Allocation to defense or growth in dipterocarp forest seedlings in Borneo","Kurokawa, H. and Kitahashi, Y. and Koike, T. and Lai, J. and Nakashizuka, T.","Oecologia","00298549","140","261-270","2004","10.1007/s00442-004-1566-7","We quantified the allocation of net production to plant secondary metabolites (especially condensed tannins and lignins) to evaluate the investment into defense mechanisms of three tropical forest canopy species in Borneo vis--vis the resource availability hypothesis. In particular, we focused on Borneo ironwood (Eusideroxylon zwageri, Lauraceae), which seemed to employ an extreme defensive strategy. The wood of this species is extremely durable and has a high specific gravity with a very slow growth rate. The allocation to defense by Borneo ironwood was compared to two emergent species of Dipterocarpaceae, the dominant family in this forest community. We conducted shade-house experiments on seedlings under four controlled conditions (two light levels x two nutrient levels) and showed that the growth rate of E. zwageri was much lower than those of the other two species, and it allocated more of its net production to leaves and roots than to stems. The concentrations of condensed tannins and lignins were very high in the leaves and stems of this species, at about 20 and 30%, respectively. In total, E. zwageri allocated a maximum of about 35% of its net production to defensive substances (i.e., condensed tannins + lignins). In contrast, the two dipterocarp species allocated about 20-25% of their net production to defensive substances. The condensed tannins in E. zwageri help to prolong the lifespan of the leaves, and the lignins in the stems enhance the durability of the wood. Thus, although E. zwageri grows very slowly, the allocation to defensive substances seems to be an advantageous strategy for survival under dark conditions.  Springer-Verlag 2004.",160,2
"Lajeunesse_2011_Ecol","On the meta-analysis of response ratios for studies with correlated and multi-group designs","Lajeunesse, M.J.","Ecology","00129658","92","2049-2055","2011","10.1890/11-0423.1","A common effect size metric used to quantify the outcome of experiments for ecological meta-analysis is the response ratio (RR): the log proportional change in the means of a treatment and control group. Estimates of the variance of RR are also important for meta-analysis because they serve as weights when effect sizes are averaged and compared. The variance of an effect size is typically a function of sampling error; however, it can also be influenced by study design. Here, I derive new variances and covariances for RR for several often-encountered experimental designs: when the treatment and control means are correlated; when multiple treatments have a common control; when means are based on repeated measures; and when the study has a correlated factorial design, or is multivariate. These developments are useful for improving the quality of data extracted from studies for metaanalysis and help address some of the common challenges meta-analysts face when quantifying a diversity of experimental designs with the response ratio.  2011 by the Ecological Society of America.",161,2
"Latorre_2013_JoofEc","Combined impact of multiple exotic herbivores on different life stages of an endangered plant endemism, Medicago citrina","Latorre, L. and Larrinaga, A.R. and Santamara, L.","Journal of Ecology","00220477","101","107-117","2013","10.1111/1365-2745.12005","Herbivores and granivores represent one of the most influential drivers of plant abundance and population dynamics. Their effect can be, in turn, modulated by biotic or abiotic factors such as community composition, habitat characteristics or space heterogeneity. Recent approaches to the study of herbivore and granivore impacts on plants have considered the combined action of multiple herbivore species, the effect of herbivores on several plant life stages or the effect of environmental gradients on these interactions. However, studies addressing the effect of multiple herbivore species on different plant life stages are still lacking. We estimated the combined effect of multiple exotic herbivores (European rabbits, Oryctolagus cuniculus; black rats, Rattus rattus; and house mouse, Mus musculus) on four different life stages of an endangered plant species (Medicago citrina, Fabaceae). Mortality for seed, seedling and sapling was estimated at three types of plots (open, rat exclusion and rat+rabbit exclusion) replicated at four sites (N=3 per site and treatment) within Cabrera Island (Balearic Islands, western Mediterranean). Browsing of reproductive adults was simulated under common-garden conditions (Sller Botanic Garden, Mallorca Island) and its effect on reproductive effort and success measured. European rabbits and black rats had complementary impacts on the different life stages of M. citrina. These included independent effects on different life stages (seed predation by rats, seedling predation by rabbits), which resulted in multiplicative increases in plant mortality, and concurrent effects on the same life stage (sapling predation). In addition, the simulated-herbivory experiment showed that a low rate of canopy removal (25% of initial biomass) already causes a strong decrease in fruit set (from 54% to 30%), but increasing rates of canopy removal do not increase this effect. Synthesis. Our results stress the importance of considering the combined effects of different herbivores on several life stages of the plant's life cycle and their consecutive effects on population dynamics. From an applied point of view, future reintroduction attempts of M.citrina in Cabrera Island should consider measures to either control the populations of both exotic herbivores or mitigate their impacts on the earlier recruitment stages of the plant (seeds, seedlings and saplings).  2012 The Authors. Journal of Ecology  2012 British Ecological Society.",162,2
"Lau_2009_Oeco","Elevated carbon dioxide concentrations indirectly affect plant fitness by altering plant tolerance to herbivory","Lau, J.A. and Tiffin, P.","Oecologia","00298549","161","401-410","2009","10.1007/s00442-009-1384-z","Global environmental changes, such as rising atmospheric CO2 concentrations, have a wide range of direct effects on plant physiology, growth, and fecundity. These environmental changes also can affect plants indirectly by altering interactions with other species. Therefore, the effects of global changes on a particular species may depend on the presence and abundance of other community members. We experimentally manipulated atmospheric CO2 concentration and amounts of herbivore damage (natural insect folivory and clipping to simulate browsing) to examine: (1) how herbivores mediate the effects of elevated CO2 (eCO2) on the growth and fitness of Arabidopsis thaliana; and (2) how predicted changes in CO2 concentration affect plant resistance to herbivores, which influences the amount of damage plants receive, and plant tolerance of herbivory, or the fitness consequences of damage. We found no evidence that CO2 altered resistance, but plants grown in eCO2 were less tolerant of herbivory-clipping reduced aboveground biomass and fruit production by 13 and 22%, respectively, when plants were reared under eCO2, but plants fully compensated for clipping in ambient CO2 (aCO2) environments. Costs of tolerance in the form of reduced fitness of undamaged plants were detected in eCO2 but not aCO2 environments. Increased costs could reduce selection on tolerance in eCO2 environments, potentially resulting in even larger fitness effects of clipping in predicted future eCO2 conditions. Thus, environmental perturbations can indirectly affect both the ecology and evolution of plant populations by altering both the intensity of species interactions as well as the fitness consequences of those interactions.  Springer-Verlag 2009.",163,2
"Lawrence_2013_EiaCW.Pot1IECI2","Arm loss and regeneration in stellate echinoderms: An organismal view","Lawrence, J.M.","Echinoderms in a Changing World - Proceedings of the 13th International Echinoderm Conference, IEC 2009",NA,NA,"53-66","2013",NA,"Arm loss and regeneration are characteristic of stellate echinoderms. They are integrally related and must be considered together. Arm loss and regeneration of crinoids and ophiuroids differ in some ways from asteroids because of structural and functional differences in their arms. Arm loss is primarily from predation and stellate echinoderms have mechanisms to prevent it. Arm loss has a cost that must be less than the benefit of regeneration. The degree of arm loss and the ability to recover from it affect the basic life-history strategies of stellate echinoderms. Understanding arm loss and re-generation at the organismal level in stellate echinoderms is important to understand their population biology and ecology and to have guidelines for investigating the molecular mechanisms involved.  2013 Taylor & Francis Group.",164,1
"Lee_2016_ASPAJOOFINANEN","A meta-analysis of determinants of RFID adoption around the world Organization, technology, and public policy","Lee, Sabinne and Jung, Kwangho","ASIA PACIFIC JOURNAL OF INNOVATION AND ENTREPRENEURSHIP","2071-1395","10","67-90","2016","10.1108/APJIE-12-2016-010","Purpose - This paper aims to explore various factors associated with radio frequency identification (RFID) adoption with quantitative meta-analysis. More specifically, this paper attempts to measure key variables of RFID adoption derived from Rogers' innovation theory and further examines how state intervention influences the process of RFD adoption. First, this paper compares, relying on a meta-analysis, various mean effect sizes among technological, organizational and environmental factors (i.e. government-driven policies) that Rogers suggested in his innovation model. Design/methodology/approach - In mean effect size analysis, this paper finds that the technological factor is the most powerful factor that affects the RFID adoption. The technological factor is statistically significant across all regions, including North America, Europe and Asia. The organizational factor is significant only in developing countries like Southeast Asian countries and East Asian countries. Environmental factors like government intervention for facilitating RFID adoption are strong enough only in Southeast Asia and Europe. Findings - This paper finds that government's supportive policy is more effective in Europe but not in America, while external pressure is still more effective in Southeast Asia. These results implicate that developmentalism or government-driven policy can be effective not only in developing countries but also in the case of developed countries. In addition, this paper conducts a seemingly unrelated regression (SUR) analysis based on Fisher's standardized score. Originality/value - In SUR analysis, this paper finds that the correlations between RFID adoption intention and three innovation factors vary across industrial areas. More specifically, the manufacturing area shows negative moderating effect on all three equations where correlations between Rogers' innovation factors and RFID adoption intention are meta-dependent variables. Also, RFD adoption is accelerated when the size of the firm is large or the location of the firm is in Southeast Asia. This result implicates that the aspect of technology adoption can be changed by region and type of industry.",165,1
"Leger_2007_ForeScie","The interaction between soil nutrients and leaf loss during early establishment in plant invasion","Leger, E.A. and Howe, K.M. and Gurevitch, J. and Woo, E. and Hickman, J. and Ashton, I.W. and Lerdau, M.","Forest Science","0015749X","53","701-709","2007",NA,"Nitrogen availability affects both plant growth and the preferences of herbivores. We hypothesized that an interaction between these two factors could affect the early establishment of native and exotic species differently, promoting invasion in natural systems. Taxonomically paired native and invasive species (Acer platanoides, Acer rubrum, Lonicera maackii, Diervilla lonicera, Celastrus orbiculata, Celastrus scandens, Elaeagnus umbellata, Ceanothus americanus, Ampelopsis brevipedunculata, and Vitis riparia) were grown in relatively high-resource (hardwood forests) and low-resource (pine barrens) communities on Long Island, New York, for a period of 3 months. Plants were grown in ambient and nitrogen-enhanced conditions in both communities. Nitrogen additions produced an average 12% initial increase in leaf number of all plants. By the end of the experiment, invasive species outperformed native species in nitrogen-enhanced plots in hardwood forests, where all plants experienced increased damage relative to control plots. Native species experienced higher overall amounts of damage in hardwood forests, losing, on average, 45% more leaves than exotic species, and only native species experienced a decline in growth rates (32% compared with controls). In contrast, in pine barrens, there were no differences in damage and no differences in performance between native and invasive plants. Our results suggest that unequal damage by natural enemies may play a role in determining community composition by shifting the competitive advantage to exotic species in nitrogen-enhanced environments. Copyright  2007 by the Society of American Foresters.",166,2
"Lennartsson_2018_Ecol","Growing competitive or tolerant? Significance of apical dominance in the overcompensating herb Gentianella campestris","Lennartsson, T. and Ramula, S. and Tuomi, J.","Ecology","00129658","99","259-269","2018","10.1002/ecy.2101","As a compensatory response to herbivory, plants may branch vigorously when the growth of dormant meristems is triggered by shoot damage. Undamaged plants, on the other hand, often restrain branching, and this limitation on growth can be considered a cost of tolerance to herbivory. Restrained branching is caused by apical dominance and may, alternatively, be associated with fitness benefits in competitive environments that favor fast vertical growth. To test these hypotheses regarding selection for restrained branching, we compared the performance of two subspecies of the biennial grassland herb Gentianella campestris; the tall, apically dominant ssp. campestris and the short, multi-stemmed ssp. islandica, which shows reduced apical dominance. For both subspecies, we manipulated the height of surrounding vegetation (competition) and damage intensity in grasslands of differing productivity (high, medium, low), and examined population growth rates using matrix population models combined with life table response experiments. In the absence of damage, ssp. campestris exhibited a higher population growth rate than ssp. islandica in the tallest vegetation, however with the growth rate still being below one. In the medium and low productivity environments where the vegetation was shorter, the population growth rate of ssp. islandica was considerably higher than that of ssp. campestris as long as no more than about 50% of the plants were damaged. When plants were damaged, the apically dominant ssp. campestris showed a positive population growth rate (>1) and often overcompensatory seed production in all productivity levels, while ssp. islandica showed no compensation and therefore the population was predicted to decline (<1). We conclude that restrained branching in Gentianella cannot be selected for by competition alone, but that episodes of apical damage are required to maintain the trait. Furthermore, because of the costs of restrained branching, apical dominance should be selected against in grasslands where competition and disturbance are low.  2017 by the Ecological Society of America",167,2
"Lesica_2004_ConsBiol","Indirect effects of biological control on plant diversity vary across sites in Montana grasslands","Lesica, P. and Hanna, D.","Conservation Biology","08888892","18","444-454","2004","10.1111/j.1523-1739.2004.00212.x","Biological control with specialist, nonindigenous, herbivorous insects is an important option for controlling invasive exotic plants in wildlands and nature reserves. It is assumed that biological control agents will reduce the dominance of the target weed, thereby increasing the native diversity of the associated plant community. However, this hypothesis has rarely been tested. We introduced Aphthona nigriscutis into grassland sites infested with the invasive exotic species Euphorbia esula L. on a nature reserve in Montana (U.S.A.). Two sites with better soil had been treated previously with herbicide, whereas two other sites had not. We measured the density and biomass of Euphorbia vegetative and flowering stems and number of native and exotic shrubs, grass-like plants, and forbs in 48 microptots in Aphthona release and control macroplots at each site. After 5 years, Aphthona release was associated with a 33-39% decline in Euphorbia aboveground biomass compared with controls at all sites. Other effects of the biocontrol depended on the site. Biocontrol slowed the recovery of species diversity at the sites previously treated with herbicide but slowed the loss of diversity at sites without a history of herbicide. Biocontrol introduction was not associated with a disproportionate increase in nontarget exotic species. Release of Aphthona caused a decline in the biomass of flowering stems relative to controls at good-soil, previous-herbicide sites but was associated with a relative increase in flower stem mass at poor-soil, noherbicide sites. Our results suggest that biocontrol reductions in weed dominance will not always be associated with increased species diversity. More emphasis should be placed on conserving desirable communities and less on simple weed control. Monitoring of community-level effects should accompany biocontrol introductions on nature reserves.",168,2
"Levey_2016_Ecol","Disentangling fragmentation effects on herbivory in understory plants of longleaf pine savanna","Levey, D.J. and Caughlin, T.T. and Brudvig, L.A. and Haddad, N.M. and Damschen, E.I. and Tewksbury, J.J. and Evans, D.M.","Ecology","00129658","97","2248-2258","2016","10.1002/ecy.1466","Habitat fragmentation affects species and their interactions through intertwined mechanisms that include changes to fragment area, shape, connectivity and distance to edge. Disentangling these pathways is a fundamental challenge of landscape ecology and will help identify ecological processes important for management of rare species or restoration of fragmented habitats. In a landscape experiment that manipulated connectivity, fragment shape, and distance to edge while holding fragment area constant, we examined how fragmentation impacts herbivory and growth of nine plant species in longleaf pine savanna. Probability of herbivory in open habitat was strongly dependent on proximity to forest edge for every species, increasing with distance to edge in six species (primarily grasses and annual forbs) and decreasing in three species (perennial forbs and a shrub). In the two species of perennial forbs, these edge effects were dependent on fragment shape; herbivory strongly decreased with distance to edge in fragments of two shapes, but not in a third shape. For most species, however, probability of herbivory was unrelated to connectivity or fragment shape. Growth was generally determined more strongly by leaf herbivory than by distance to edge, fragment shape, or connectivity. Taken together, these results demonstrate consistently strong edge effects on herbivory, one of the most important biotic factors determining plant growth and demography. Our results contrast with the generally inconsistent results of observational studies, likely because our experimental approach enabled us to tease apart landscape processes that are typically confounded.  2016 by the Ecological Society of America.",169,2
"Liao_2016_Ecol","Solidago gigantea plants from nonnative ranges compensate more in response to damage than plants from the native range","Liao, H. and Gurgel, P.C.S. and Pal, R.W. and Hooper, D. and Callaway, R.M.","Ecology","00129658","97","2355-2363","2016","10.1002/ecy.1481","Resistance and tolerance are two ways that plants cope with herbivory. Tolerance, the ability of a plant to regrow or reproduce after being consumed, has been studied less than resistance, but this trait varies widely among species and has considerable potential to affect the ecology of plant species. One particular aspect of tolerance, compensatory responses, can evolve rapidly in plant species; providing insight into interactions between consumers and plants. However, compensation by invasive species has rarely been explored. We compared compensatory responses to the effects of simulated herbivory expressed by plants from seven Solidago gigantea populations from the native North American range to that expressed by plants from nine populations from the nonnative European range. Populations were also collected along elevational gradients to compare ecotypic variation within and between ranges. Solidago plants from the nonnative range of Europe were more tolerant to herbivory than plants from the native range of North America. Furthermore, plants from European populations increased in total biomass and growth rate with elevation, but decreased in compensatory response. There were no relationships between elevation and growth or compensation for North American populations. Our results suggest that Solidago gigantea may have evolved to better compensate for herbivory damage in Europe, perhaps in response to a shift to greater proportion of attack from generalists. Our results also suggest a possible trade-off between rapid growth and compensation to damage in European populations but not in North American populations.  2016 by the Ecological Society of America.",170,2
"Liess_2004_ArcfurHyd","Invited review: Direct and indirect effects in herbivore - Periphyton interactions","Liess, A. and Hillebrand, H.","Archiv fur Hydrobiologie","00039136","159","433-453","2004","10.1127/0003-9136/2004/0159-0433","In this article we review the indirect interactions prevailing in littoral communities and compare their importance to direct trophic interactions. We focus on the interaction between benthic algae and their herbivorous consumers, i. e. invertebrate grazers and herbivorous fish. In addition to the effects of grazers on periphyton biomass and production, we categorise and describe the types of indirect interactions observed and we present a quantitative meta-analysis to compare the effect magnitude of indirect and direct effects. Our review shows that herbivore-plant interactions comprise considerable complexity beyond consumption. We identify and review three different indirect interactions, which play important roles for periphyton-grazer interactions in benthic food webs. These are keystone predation, trophic cascading and habitat facilitation. Direct negative effects were stronger than indirect positive effect, because grazing leads in almost all studies to a decrease in algal biomass. We found positive effects of grazing on algal nutrient content, biomass-specific productivity and evenness. We found negative overall effects on species richness and area-specific productivity. Moreover, spatial heterogeneity was on average increased by grazing. The magnitudes of direct and indirect effects were often correlated.",171,2
"Lieurance_2013_AnofBo","Environmental influences on growth and defence responses of the invasive shrub, Lonicera maackii, to simulated and real herbivory in the juvenile stage","Lieurance, D. and Cipollini, D.","Annals of Botany","03057364","112","741-749","2013","10.1093/aob/mct070","Background and AimsTolerance and defence against herbivory are among the many mechanisms attributed to the success of invasive plants in their novel ranges. Because tolerance and defence against herbivory differ with the ontogeny of a plant, the effects of herbivore damage on plant fitness vary with ontogenetic stage and are compounded throughout a plant's lifetime. Environmental stresses such as light and nutrient limitations can further influence the response of the plant. Much is known about the response of plants in the seedling and reproductive adult stages, but less attention has been given to the pre-reproductive juvenile stage.MethodsJuvenile plants of the North American invasive Lonicera maackii were exposed to simulated herbivory under high and low light and nitrogen availability and growth, allocation patterns and foliar defensive chemistry were measured. In a second experiment, complete nutrient availability and damage type (generalist caterpillar or simulated) were manipulated.Key ResultsJuvenile plants receiving 50 % defoliation had lower total biomass and a higher root^:^shoot ratio than controls for all treatment combinations except low nitrogen/low light. Low light and defoliation increased root^:^shoot ratio. Light, fertilization and defoliation had little impact on foliar defensive chemistry. In the second experiment, there was a reduction in total biomass when caterpillar damage was applied. The root^:^shoot ratio increased under low soil fertility and was not affected by defoliation. Stem-diameter growth rates and specific leaf area did not vary by damage type or fertilization. Foliar protein increased through time, and more strongly in defoliated plants than in controls, while peroxidase activity and total flavonoids decreased with time. Overall, resource limitations were more influential than damage in the growth of juvenile L. maackii plants.ConclusionsThe findings illustrate that even when resources are limited, the tolerance and defence against herbivory of a woody invasive plant in the juvenile stage may contribute to the establishment and persistence of some species in a variety of habitats.  The Author 2013.",172,2
"Lin_2010_Oeco","Environmental context determines within- and potential between-generation consequences of herbivory","Lin, S.M. and Galloway, L.F.","Oecologia","00298549","163","911-920","2010","10.1007/s00442-010-1634-0","Plant tolerance to herbivory may depend on local environmental conditions. Models predict both increased and decreased tolerance with increasing resources. Transgenerational effects of herbivory may result in cross-generation tolerance. We evaluated within- and potential between-generation consequences of deer browsing in light-gap and understory habitats in the forest-edge herb, Campanulastrum americanum. Plants were assigned to deer-browsed, simulated-herbivory, and control (undamaged) treatments in the two light environments. In light gaps, plants were eaten earlier, more frequently, and had less vegetative recovery relative to uneaten plants than in the understory. As a result, browsed light-gap plants had a greater reduction in flowers and fruit than understory plants. This reduced tolerance was in part because deer browsing damaged plants in light gaps more than those in the understory. However, in the simulated herbivory treatment, where damage levels were similar between light habitats, plants growing in high-resource light gaps also had reduced tolerance of herbivory relative to those in the forest understory. C. americanum's reproductive phenology was delayed by reduced light and the loss of the apical meristem. As a result, deer-browsed plants in the light gap flowered slightly later than uneaten plants in the understory. C. americanum has a polymorphic life history and maternal flowering time influences the frequency of annual and biennial offspring. The later flowering of deer-browsed plants in light gaps will likely result in a reduced frequency of high-fitness annual offspring and an increase in lower fitness biennial offspring. Therefore, additional between-generation costs of herbivory are expected relative to those predicted by fruit number alone.  Springer-Verlag 2010.",173,2
"Lind_2013_EcolLett","Life-history constraints in grassland plant species: A growth-defence trade-off is the norm","Lind, E.M. and Borer, E. and Seabloom, E. and Adler, P. and Bakker, J.D. and Blumenthal, D.M. and Crawley, M. and Davies, K. and Firn, J. and Gruner, D.S. and Stanley Harpole, W. and Hautier, Y. and Hillebrand, H. and Knops, J. and Melbourne, B. and Mortensen, B. and Risch, A.C. and Schuetz, M. and Stevens, C. and Wragg, P.D.","Ecology Letters","1461023X","16","513-521","2013","10.1111/ele.12078","Plant growth can be limited by resource acquisition and defence against consumers, leading to contrasting trade-off possibilities. The competition-defence hypothesis posits a trade-off between competitive ability and defence against enemies (e.g. herbivores and pathogens). The growth-defence hypothesis suggests that strong competitors for nutrients are also defended against enemies, at a cost to growth rate. We tested these hypotheses using observations of 706 plant populations of over 500 species before and following identical fertilisation and fencing treatments at 39 grassland sites worldwide. Strong positive covariance in species responses to both treatments provided support for a growth-defence trade-off: populations that increased with the removal of nutrient limitation (poor competitors) also increased following removal of consumers. This result held globally across 4years within plant life-history groups and within the majority of individual sites. Thus, a growth-defence trade-off appears to be the norm, and mechanisms maintaining grassland biodiversity may operate within this constraint.  2013 Blackwell Publishing Ltd/CNRS.",174,2
"Liu_2013_PlanScie","Consequences of gene flow between oilseed rape (Brassica napus) and its relatives","Liu, Y. and Wei, W. and Ma, K. and Li, J. and Liang, Y. and Darmency, H.","Plant Science","01689452","211","42-51","2013","10.1016/j.plantsci.2013.07.002","Numerous studies have focused on the probability of occurrence of gene flow between transgenic crops and their wild relatives and the likelihood of transgene escape, which should be assessed before the commercial release of transgenic crops. This review paper focuses on this issue for oilseed rape, Brassica napus L., a species that produces huge numbers of pollen grains and seeds. We analyze separately the distinct steps of gene flow: (1) pollen and seeds as vectors of gene flow; (2) spontaneous hybridization; (3) hybrid behavior, fitness cost due to hybridization and mechanisms of introgression; (4) and fitness benefit due to transgenes (e.g. herbicide resistance and Bt toxin). Some physical, biological and molecular means of transgene containment are also described.Although hybrids and first generation progeny are difficult to identify in fields and non-crop habitats, the literature shows that transgenes could readily introgress into Brassica rapa, Brassica juncea and Brassica oleracea, while introgression is expected to be rare with Brassica nigra, Hirschfeldia incana and Raphanus raphanistrum. The hybrids grow well but produce less seed than their wild parent. The difference declines with increasing generations. However, there is large uncertainty about the evolution of chromosome numbers and recombination, and many parameters of life history traits of hybrids and progeny are not determined with satisfactory confidence to build generic models capable to really cover the wide diversity of situations. We show that more studies are needed to strengthen and organize biological knowledge, which is a necessary prerequisite for model simulations to assess the practical and evolutionary outputs of introgression, and to provide guidelines for gene flow management.  2013 Elsevier Ireland Ltd.",175,2
"Liu_2013_TranRese","Spread of introgressed insect-resistance genes in wild populations of Brassica juncea: A simulated in-vivo approach","Liu, Y. and Wei, W. and Ma, K. and Darmency, H.","Transgenic Research","09628819","22","747-756","2013","10.1007/s11248-012-9679-y","Introgression between transgenic, insect-resistant crops and their wild relatives could lead to a progressive increase of the frequency of resistant plants in wild populations. However, few studies help predict the impact on the population dynamics. To simulate the performance of introgressed insect-resistant plants of wild Brassica juncea, independently from the interspecific hybridization cost, healthy plants were cultivated in pure and mixed stands with damaged plants through cutting leaves in field experiments over two field seasons. As expected, resistant (healthy) plants held a competitive advantage when in competition with susceptible (damaged) plants. Individual biomass and seed production of both types of plants decreased as the percentage of resistant plants increased, so that the relative advantage of resistant plants increased. The combined effects of defoliation and competition on the individual performance of B. juncea were additive. Replacement series experiments confirmed this trend but did not show different seed output in pure stand of susceptible versus resistant plots. The total vegetative and reproductive production of mixed populations was not significantly different of that of pure populations. These results suggest that if a transgene for insect-resistance were to colonize wild populations, high herbivory of susceptible plant and low resource availability would facilitate the spread of resistant individuals. However, at the population level, the shift from an insect-susceptible to a predominantly resistant population would not result in exacerbated habitat colonization.  2012 Springer Science+Business Media Dordrecht.",176,2
